,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Bálsamo,1,0,0,4,7,10,0,0,17,7,12,1,35
0,Bananal,9,1,0,0,3,13,0,0,13,15,13,0,86
0,Barão de Antonina,0,0,0,7,2,0,0,0,0,4,4,0,10
0,Barbosa,2,2,1,3,1,20,0,0,23,13,35,1,80
0,Bariri,30,17,5,5,14,51,1,1,68,51,102,7,244
0,Barra Bonita,51,4,0,8,8,24,1,0,29,34,58,35,257
0,Barra do Chapéu,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Barra do Turvo,5,4,1,10,36,46,0,0,61,18,63,4,207
0,Barretos,138,36,0,17,48,195,404,1,231,108,195,82,1.437
0,Barrinha,25,16,0,6,19,31,13,2,39,14,31,17,143
0,Barueri,69,146,5,63,170,461,34,47,647,481,945,307,2.237
0,Bastos,21,6,3,11,5,25,2,4,26,31,37,6,149
0,Batatais,197,77,41,14,47,132,331,17,173,57,133,17,636
0,Bauru,264,297,2,75,210,692,91,11,877,456,1.144,291,2.526
0,Bebedouro,55,39,34,18,28,125,63,0,193,116,138,18,785
0,Bento de Abreu,2,0,0,4,2,2,0,0,2,2,4,0,19
0,Bernardino de Campos,9,5,0,5,5,10,0,0,16,23,33,1,83
0,Bertioga,64,35,5,18,28,185,31,0,235,158,233,68,568
0,Bilac,4,4,0,7,3,9,0,0,14,9,17,2,60
0,Birigui,64,57,13,74,112,239,52,10,282,198,440,90,1.057
0,Biritiba Mirim,4,10,0,6,25,34,30,1,45,14,48,14,170
0,Boa Esperança do Sul,9,6,0,7,16,27,0,0,29,15,27,5,104
0,Bocaina,5,2,0,2,3,10,0,0,12,3,13,5,46
0,Bofete,2,1,0,6,9,20,3,0,31,2,20,0,83
0,Boituva,27,27,5,8,19,59,2,2,77,32,59,32,294
0,Bom Jesus dos Perdões,33,12,1,8,15,38,5,0,50,24,67,24,186
0,Bom Sucesso de Itararé,1,1,0,5,2,4,0,0,5,9,13,1,29
0,Borá,0,0,0,0,0,0,0,0,0,1,0,2,4
0,Boracéia,5,1,0,0,0,7,0,0,15,1,8,0,32
0,Borborema,11,3,0,10,11,16,21,2,22,19,16,7,124
0,Borebi,0,0,0,2,2,0,0,0,0,1,1,1,16
0,Botucatu,71,127,17,26,82,237,13,1,316,353,237,130,1.139
0,Bragança Paulista,144,134,1,33,87,312,10,15,379,246,547,147,1.421
0,Braúna,0,0,1,4,3,4,0,0,5,5,10,0,23
0,Brejo Alegre,1,0,0,2,2,4,0,0,5,2,6,0,46
0,Brodowski,34,9,0,6,19,44,10,1,54,33,46,15,156
0,Brotas,12,5,0,7,16,32,2,2,45,26,58,10,220
0,Buri,24,8,0,28,20,30,5,2,43,9,39,0,168
0,Buritama,5,8,1,15,20,40,3,0,57,60,115,6,191
0,Buritizal,4,0,0,2,3,5,0,0,10,7,5,1,24
0,Cabrália Paulista,0,0,2,6,8,9,0,1,12,5,14,3,26
0,Cabreúva,23,16,0,15,31,31,11,0,40,29,60,43,166
0,Caçapava,34,41,4,19,48,161,30,5,218,80,241,95,412
0,Cachoeira Paulista,14,22,2,6,9,44,0,2,64,36,100,12,256
0,Caconde,10,1,2,4,5,15,0,0,20,17,34,10,150
0,Cafelândia,10,7,6,2,7,13,0,0,19,53,61,1,105
0,Caiabu,1,0,0,1,0,0,0,0,0,5,2,0,19
0,Caieiras,28,4,2,3,16,29,2,0,40,52,38,47,450
0,Caiuá,2,11,1,5,9,10,0,0,12,1,10,1,58
0,Cajamar,15,7,1,3,19,38,4,3,316,176,136,82,287
0,Cajati,23,4,0,15,175,97,5,4,122,39,136,6,300
0,Cajobi,1,0,0,0,0,15,2,0,17,7,15,0,61
0,Cajuru,38,19,1,9,15,42,75,3,65,42,42,11,245
0,Campina do Monte Alegre,5,1,0,2,9,6,0,0,11,9,6,1,31
0,Campinas,524,594,0,352,838,1.954,447,164,2.609,928,2.839,5.334,5.920
0,Campo Limpo Paulista,15,23,0,9,28,76,3,0,106,9,85,71,294
0,Campos do Jordão,15,15,3,7,11,91,0,0,171,38,136,58,353
0,Campos Novos Paulista,2,2,0,1,3,4,0,0,7,2,4,0,27
0,Cananéia,24,9,1,3,9,28,0,0,41,24,52,2,162
0,Canas,4,9,2,1,2,10,2,0,16,6,22,7,61
0,Cândido Mota,0,2,0,2,16,40,1,0,48,83,40,11,189
0,Cândido Rodrigues,1,0,0,0,0,0,0,0,0,3,0,0,12
0,Canitar,2,0,0,3,4,6,0,0,7,5,10,0,36
0,Capão Bonito,17,15,9,25,26,75,0,0,94,73,148,16,425
0,Capela do Alto,7,3,0,1,7,18,0,0,22,22,34,16,172
0,Capivari,37,17,4,16,31,70,3,1,89,61,135,53,290
0,Caraguatatuba,46,90,15,34,184,247,48,6,344,45,313,150,785
0,Carapicuíba,33,159,12,71,167,418,35,0,515,308,727,505,1.868
0,Cardoso,2,3,0,10,12,16,0,0,16,16,16,2,137
0,Casa Branca,101,17,77,11,20,42,0,0,57,71,113,33,357
0,Cássia dos Coqueiros,0,1,0,0,0,1,0,0,1,3,1,1,5
0,Castilho,10,9,0,17,20,30,3,1,37,23,54,3,123
0,Catanduva,123,73,5,29,50,176,17,2,237,369,201,49,762
0,Catiguá,5,1,0,1,0,1,0,0,1,9,3,0,25
0,Cedral,2,0,0,0,2,2,0,0,2,7,2,3,28
0,Cerqueira César,11,11,0,7,6,20,2,1,24,28,48,1,109
0,Cerquilho,50,22,0,9,19,54,10,3,79,50,59,18,253
0,Cesário Lange,5,2,2,3,7,14,2,0,20,12,14,5,104
0,Charqueada,6,2,0,9,15,22,0,0,26,10,32,22,75
0,Chavantes,16,6,0,1,4,23,0,0,31,9,31,6,68
0,Clementina,4,4,0,6,5,8,0,0,13,1,9,0,36
0,Colina,3,5,2,2,3,17,22,6,19,40,17,4,106
0,Colômbia,7,3,0,4,8,23,0,0,27,9,23,1,77
0,Conchal,26,12,3,12,27,45,6,3,52,44,89,29,228
0,Conchas,24,16,0,3,8,28,2,1,36,19,28,7,169
0,Cordeirópolis,13,4,8,4,6,23,2,3,35,30,41,16,197
0,Coroados,1,1,0,2,1,6,0,0,8,6,13,3,54
0,Coronel Macedo,0,0,0,0,7,2,0,0,3,4,6,5,44
0,Corumbataí,5,2,0,1,5,2,0,0,3,1,3,7,22
0,Cosmópolis,57,19,2,15,40,92,11,5,110,35,112,75,415
0,Cosmorama,1,0,0,2,2,8,0,2,9,7,8,6,67
0,Cotia,52,43,0,52,141,231,30,0,311,139,371,356,1.377
0,Cravinhos,49,17,0,8,14,65,16,2,86,88,65,21,249
0,Cristais Paulista,7,0,1,2,4,12,0,0,18,11,12,17,50
0,Cruzália,0,0,0,0,1,2,0,0,4,2,2,0,9
0,Cruzeiro,81,72,0,22,32,192,7,1,241,259,192,35,1.044
0,Cubatão,138,59,32,16,56,175,27,0,225,82,256,154,815
0,Cunha,7,1,2,1,8,15,1,4,16,35,55,17,160
0,Descalvado,14,14,1,5,23,44,0,0,64,8,45,13,297
0,Diadema,74,145,30,82,207,467,111,0,615,294,909,1.163,2.903
0,Dirce Reis,0,0,0,3,3,2,0,0,2,2,2,0,12
0,Divinolândia,6,6,3,4,4,10,0,0,15,6,16,2,57
0,Dobrada,14,2,0,5,3,8,1,0,10,7,8,0,37
0,Dois Córregos,8,3,7,13,8,30,48,7,40,59,89,12,189
0,Dolcinópolis,2,0,0,0,1,1,0,0,1,2,2,0,12
0,Dourado,10,0,2,5,2,6,0,0,8,13,6,7,49
0,Dracena,36,35,0,3,23,81,4,1,114,44,125,6,500
0,Duartina,4,4,0,2,5,16,1,0,24,15,36,8,133
0,Dumont,4,0,0,1,3,5,0,0,10,25,5,0,19
0,Echaporã,0,0,0,1,2,6,0,0,9,4,6,1,35
0,Eldorado,2,3,0,2,10,17,1,0,18,25,42,7,119
0,Elias Fausto,2,2,3,5,20,20,1,1,24,27,48,28,132
0,Elisiário,2,1,0,5,5,8,0,0,12,2,9,0,23
0,Embaúba,0,1,0,0,0,2,0,0,2,1,2,3,18
0,Embu das Artes,50,66,2,40,98,220,38,0,287,137,357,468,1.069
0,Embu Guaçú,6,21,0,14,40,70,1,0,86,54,124,78,297
0,Emilianópolis,0,0,0,4,1,1,0,0,1,5,6,0,20
0,Engenheiro Coelho,4,2,0,3,7,13,2,1,18,7,21,11,68
0,Espírito Santo do Pinhal,75,27,6,11,28,64,19,6,87,104,175,17,436
0,Espírito Santo do Turvo,2,0,0,1,5,4,0,0,8,6,11,3,49
0,Estiva Gerbi,2,3,2,1,1,9,0,1,11,8,17,10,41
0,Estrela do Norte,0,1,0,0,1,1,0,0,1,2,1,0,13
0,Estrela d'Oeste,2,3,0,1,0,13,0,2,14,9,13,2,62
0,Euclides da Cunha Paulista,0,2,1,6,8,11,0,0,12,20,11,2,73
0,Fartura,6,1,0,19,7,10,0,0,12,28,38,2,82
0,Fernando Prestes,5,1,0,7,13,11,1,0,13,12,11,4,45
0,Fernandópolis,60,43,0,27,26,134,11,1,169,206,132,33,629
0,Fernão,0,0,0,1,0,0,0,0,0,0,0,0,6
0,Ferraz de Vasconcelos,10,31,0,38,78,161,63,1,201,87,248,383,513
0,Flora Rica,0,1,0,0,0,1,0,0,1,1,1,0,8
0,Floreal,1,2,0,2,7,2,0,0,4,4,2,0,24
0,Flórida Paulista,8,6,5,2,6,14,0,0,22,10,14,1,114
0,Florínia,3,6,0,1,8,15,0,0,19,6,15,0,48
0,Franca,831,214,24,46,134,675,115,2,879,346,675,348,2.308
0,Francisco Morato,32,54,3,26,79,141,10,0,169,73,215,118,666
0,Franco da Rocha,22,88,0,27,73,225,5,1,308,89,378,160,1.033
0,Gabriel Monteiro,0,0,0,1,3,5,0,0,6,0,5,1,18
0,Gália,0,6,3,2,10,15,0,0,22,0,19,2,72
0,Garça,60,26,9,3,26,65,13,1,96,138,92,5,313
0,Gastão Vidigal,4,0,0,8,6,3,0,0,2,4,6,0,36
0,Gavião Peixoto,1,0,0,2,1,5,0,0,9,3,4,2,22
0,General Salgado,5,5,0,5,7,11,0,0,14,8,19,0,93
0,Getulina,2,7,11,0,9,21,2,2,25,13,30,1,113
0,Glicério,3,0,0,2,4,5,5,0,7,2,7,6,22
0,Guaiçara,13,3,1,7,10,14,0,0,16,24,36,5,65
0,Guaimbê,2,1,0,1,4,6,0,1,12,7,13,2,51
0,Guaíra,34,8,0,8,29,62,48,1,91,77,62,23,271
0,Guapiaçu,12,3,0,11,20,22,3,0,29,8,23,3,72
0,Guapiara,3,0,0,2,15,15,0,0,17,14,29,2,103
0,Guará,29,11,0,8,11,36,4,1,54,60,36,2,214
0,Todos,1.959,4.484,334,442,1.155,9.168,1.279,339,10.977,5.699,14.138,5.781,30.673
0,Todos,1.959,4.484,334,442,1.155,9.168,1.279,339,10.977,5.699,14.138,5.781,30.673
0,Todos,1.959,4.484,334,442,1.155,9.168,1.279,339,10.977,5.699,14.138,5.781,30.673
0,Todos,1.959,4.484,334,442,1.155,9.168,1.279,339,10.977,5.699,14.138,5.781,30.673
0,Todos,1.959,4.484,334,442,1.155,9.168,1.279,339,10.977,5.699,14.138,5.781,30.673
0,Iacri,2,1,0,1,1,4,0,0,4,4,4,0,33
0,Iaras,19,3,14,1,3,3,0,0,3,9,12,0,101
0,Ibaté,18,12,0,0,15,33,0,0,40,19,33,20,124
0,Ibirá,4,1,0,11,25,8,0,0,9,2,8,0,48
0,Ibirarema,3,0,0,0,3,5,0,0,6,14,5,1,30
0,Ibitinga,17,26,6,10,33,95,0,0,131,125,101,26,368
0,Ibiúna,23,7,2,29,86,75,4,1,93,52,127,107,327
0,Icém,1,5,1,2,4,17,1,0,19,13,17,1,76
0,Iepê,3,3,0,5,26,10,0,0,12,11,19,2,110
0,Igaraçu do Tietê,29,20,1,19,9,44,2,0,68,24,68,16,229
0,Igarapava,51,8,5,13,21,49,0,0,60,58,52,14,162
0,Igaratá,0,5,0,0,5,16,2,0,27,9,34,7,98
0,Iguape,10,26,1,7,14,62,5,3,85,60,122,5,350
0,Ilha Comprida,8,2,0,5,10,43,0,0,60,26,69,0,242
0,Ilha Solteira,14,10,1,10,22,38,1,2,48,53,91,3,161
0,Ilhabela,8,13,7,10,20,55,1,2,77,28,99,20,177
0,Indaiatuba,68,48,0,24,93,252,33,7,357,129,379,126,3.391
0,Indiana,1,0,0,0,2,3,0,0,5,1,4,0,21
0,Indiaporã,0,0,0,3,2,4,0,0,4,8,4,0,37
0,Inúbia Paulista,1,0,0,1,1,2,0,0,5,1,2,0,19
0,Ipaussu,4,7,6,3,8,16,1,0,18,14,30,0,139
0,Iperó,28,17,1,7,23,39,12,5,53,62,62,54,83
0,Ipeúna,0,1,0,3,8,10,4,0,11,3,13,10,59
0,Ipiguá,2,0,0,0,2,4,0,0,5,0,4,1,29
0,Iporanga,2,0,1,0,3,5,1,1,9,4,9,0,34
0,Ipuã,5,0,0,4,7,11,2,0,16,28,12,2,98
0,Iracemápolis,12,6,0,1,4,13,2,0,21,4,16,6,121
0,Irapuã,3,0,0,3,11,6,0,0,6,9,7,0,30
0,Irapuru,0,1,0,0,0,7,0,0,9,13,7,0,52
0,Itaberá,10,5,1,7,13,19,0,2,27,12,31,5,93
0,Itaí,8,8,1,10,22,33,4,3,38,37,70,5,154
0,Itajobi,3,1,0,10,4,15,0,0,20,16,31,2,95
0,Itaju,0,0,0,0,1,1,0,0,1,0,1,0,19
0,Itanhaém,95,70,10,33,90,238,26,9,312,288,477,115,912
0,Itaóca,0,0,0,1,2,2,0,0,3,4,6,0,5
0,Itapecerica da Serra,26,97,1,15,105,233,96,0,307,111,344,197,548
0,Itapetininga,153,131,49,39,78,289,13,3,425,357,323,61,1.419
0,Itapeva,88,32,0,43,48,121,12,4,151,65,186,39,830
0,Itapevi,35,96,5,58,99,244,6,0,392,89,337,275,1.054
0,Itapira,75,34,25,12,29,110,8,0,154,78,197,103,452
0,Itapirapuã Paulista,1,0,0,0,6,0,0,0,0,2,2,0,19
0,Itápolis,41,26,8,19,31,85,4,0,85,97,85,16,312
0,Itaporanga,3,2,1,4,6,8,0,0,9,20,27,4,55
0,Itapuí,4,2,0,2,7,5,0,0,6,6,11,1,63
0,Itapura,0,0,0,2,3,7,0,0,7,9,16,1,46
0,Itaquaquecetuba,10,63,0,75,154,291,35,0,398,189,480,422,1.546
0,Itararé,29,16,19,8,24,66,4,4,74,74,140,12,555
0,Itariri,11,2,0,5,19,17,0,0,20,23,40,6,126
0,Itatiba,60,23,0,22,44,126,13,0,184,18,144,76,743
0,Itatinga,3,9,0,9,5,22,2,2,26,15,22,4,109
0,Itirapina,54,40,0,6,16,29,0,0,34,17,46,13,262
0,Itirapuã,5,3,0,0,0,6,0,0,6,15,6,10,12
0,Itobi,6,6,2,10,7,10,0,0,14,8,18,1,49
0,Itu,119,79,5,42,80,204,9,0,298,201,387,108,735
0,Itupeva,13,8,0,8,17,35,7,0,49,24,59,65,268
0,Ituverava,81,18,9,11,34,77,41,2,94,107,81,20,449
0,Jaborandi,7,2,0,5,5,7,10,0,7,21,7,1,35
0,Jaboticabal,69,59,8,10,43,99,14,6,175,127,110,40,506
0,Jacareí,78,124,38,53,137,372,67,1,472,127,532,313,1.536
0,Jaci,4,3,0,1,3,7,0,0,11,2,8,0,38
0,Jacupiranga,4,12,0,4,12,31,2,1,41,26,56,3,140
0,Jaguariúna,61,7,2,7,20,45,3,0,59,20,58,75,196
0,Jales,29,7,1,17,9,51,4,8,64,163,57,21,415
0,Jambeiro,11,1,0,2,4,12,0,0,14,0,12,3,52
0,Jandira,10,35,0,16,41,86,8,4,116,49,135,88,454
0,Jardinópolis,61,18,0,14,27,49,17,0,68,46,49,48,317
0,Jarinu,5,2,0,7,15,22,5,0,24,7,29,24,133
0,Jaú,223,64,37,16,69,190,7,2,263,193,383,79,828
0,Jeriquara,3,3,0,0,0,8,2,0,12,19,8,0,41
0,Joanópolis,9,1,2,3,6,7,2,0,11,17,27,3,116
0,João Ramalho,1,0,0,5,2,5,0,0,5,6,11,1,30
0,José Bonifácio,16,11,0,4,20,37,3,1,39,67,37,0,285
0,Júlio Mesquita,2,2,1,0,0,4,0,0,5,5,6,1,34
0,Jumirim,2,2,0,2,1,6,0,0,6,2,8,3,16
0,Jundiaí,115,250,0,59,173,555,118,0,699,381,930,436,2.390
0,Junqueirópolis,49,12,19,3,1,27,5,6,37,55,82,4,247
0,Juquiá,8,6,0,16,21,32,2,3,44,58,90,10,289
0,Juquitiba,3,3,0,9,15,22,0,0,39,63,85,41,256
0,Lagoinha,1,0,0,0,0,0,0,0,0,0,0,0,12
0,Laranjal Paulista,30,12,2,3,7,32,6,0,37,48,32,5,155
0,Lavínia,52,26,36,13,11,20,7,0,27,12,32,1,106
0,Lavrinhas,2,5,0,4,5,17,0,0,20,0,17,5,143
0,Leme,106,31,2,27,65,179,0,2,240,112,293,153,685
0,Lençóis Paulista,40,11,15,8,17,53,1,4,67,54,100,21,336
0,Limeira,203,277,52,53,181,495,148,59,635,447,615,374,1.894
0,Lindóia,12,0,0,2,6,7,0,0,12,9,15,8,78
0,Lins,75,72,24,9,50,147,4,3,176,168,306,35,799
0,Lorena,31,44,16,30,62,121,20,0,171,110,270,34,770
0,Lourdes,0,0,0,3,5,5,0,0,6,1,6,0,20
0,Louveira,19,4,0,9,18,39,6,3,53,27,66,25,253
0,Lucélia,13,1,15,3,10,20,0,1,23,34,20,4,199
0,Lucianópolis,0,1,0,0,0,2,0,0,2,3,4,0,11
0,Luís Antônio,4,3,0,2,1,5,3,0,5,5,5,6,54
0,Luiziânia,1,1,0,8,4,8,0,0,8,6,14,0,17
0,Lupércio,1,2,3,1,3,9,0,0,10,6,11,0,35
0,Lutécia,1,1,0,0,2,3,0,0,4,0,3,3,29
0,Macatuba,1,0,0,1,2,12,1,0,15,23,38,5,78
0,Macaubal,2,1,0,2,0,15,1,0,16,13,17,0,87
0,Macedônia,0,0,0,1,1,0,0,0,0,4,0,1,35
0,Magda,1,0,0,0,0,3,0,0,5,1,3,1,21
0,Mairinque,12,24,2,21,37,67,9,1,81,34,101,35,200
0,Mairiporã,57,13,2,30,67,98,16,5,197,81,184,144,627
0,Manduri,3,2,0,1,3,12,0,0,11,10,21,1,56
0,Marabá Paulista,13,4,11,1,0,1,0,0,2,2,1,1,54
0,Maracaí,10,5,0,1,8,16,1,0,21,45,16,11,101
0,Marapoama,0,1,0,0,2,4,4,0,6,2,4,0,15
0,Mariápolis,0,1,0,1,3,6,0,0,8,5,6,0,21
0,Marília,317,171,101,47,130,527,30,53,685,535,578,83,2.098
0,Marinópolis,0,0,0,2,3,1,0,0,3,3,1,0,10
0,Martinópolis,27,8,30,23,17,23,10,4,29,42,72,3,253
0,Matão,136,30,0,19,43,106,25,3,136,146,106,26,327
0,Mauá,27,106,18,60,155,360,44,2,437,177,547,548,2.124
0,Mendonça,0,1,0,1,0,5,0,0,6,3,5,0,20
0,Meridiano,1,0,0,0,18,10,0,1,15,6,10,0,51
0,Mesópolis,0,0,0,0,0,1,1,0,1,6,1,1,15
0,Miguelópolis,19,5,1,15,23,97,0,0,117,24,99,4,310
0,Mineiros do Tietê,4,1,2,2,2,9,0,0,10,11,20,3,48
0,Mira Estrela,0,0,0,3,4,4,0,0,4,6,6,7,18
0,Miracatu,9,8,0,16,20,33,1,0,49,43,76,26,220
0,Mirandópolis,61,78,4,19,12,71,6,6,82,40,114,2,406
0,Mirante do Paranapanema,9,5,0,10,10,25,0,0,27,29,25,4,183
0,Mirassol,64,28,2,5,15,90,11,0,125,102,95,21,495
0,Mirassolândia,2,0,0,3,4,6,1,0,6,5,6,0,42
0,Mococa,106,47,14,28,46,136,15,2,183,103,221,15,875
0,Mogi das Cruzes,108,211,2,53,207,559,221,5,711,319,878,338,2.678
0,Mogi Guaçu,122,66,2,35,67,179,26,2,231,101,233,143,972
0,Mogi Mirim,67,26,1,15,38,132,6,0,192,44,173,200,499
0,Mombuca,0,0,0,0,0,0,0,4,0,3,3,6,37
0,Monções,0,0,0,4,0,1,0,0,1,5,1,0,18
0,Mongaguá,46,49,14,23,67,147,35,9,230,48,191,67,416
0,Monte Alegre do Sul,4,1,0,3,6,4,0,0,4,3,6,2,58
0,Monte Alto,83,34,1,5,17,66,2,18,110,75,70,14,296
0,Monte Aprazível,13,9,0,7,3,19,0,2,21,49,22,6,260
0,Monte Azul Paulista,5,4,0,8,8,18,2,0,21,43,18,4,126
0,Monte Castelo,0,0,0,0,2,1,0,0,1,6,7,1,17
0,Monte Mor,28,14,0,17,28,64,2,0,96,55,73,81,277
0,Monteiro Lobato,0,0,0,0,1,12,0,0,18,1,13,10,77
0,Morro Agudo,38,13,1,9,20,64,1,0,80,41,67,25,239
0,Morungaba,3,3,0,3,4,12,1,0,16,6,18,7,100
0,Motuca,0,2,0,2,3,8,0,0,9,2,9,0,36
0,Murutinga do Sul,1,1,2,3,4,4,0,0,4,3,7,0,48
0,Nantes,0,1,0,1,3,4,0,0,5,3,7,0,43
0,Narandiba,1,0,0,5,7,5,0,0,7,2,7,1,33
0,Natividade da Serra,1,1,0,1,15,7,0,2,9,6,13,4,75
0,Nazaré Paulista,1,1,0,8,21,26,0,0,32,11,34,31,150
0,Neves Paulista,2,0,0,0,4,9,0,2,12,8,10,0,75
0,Nhandeara,1,2,0,4,2,8,0,2,17,15,8,2,125
0,Nipoã,0,0,0,2,2,1,0,0,1,11,1,1,46
0,Nova Aliança,1,1,0,2,5,6,0,0,7,8,6,0,29
0,Nova Campina,6,1,0,19,24,10,3,0,17,5,15,1,58
0,Nova Canaã Paulista,0,0,0,1,1,3,0,0,3,1,3,0,12
0,Nova Castilho,0,0,0,2,0,0,0,0,0,1,1,0,5
0,Nova Europa,2,6,0,4,2,13,0,0,19,7,13,1,39
0,Nova Granada,2,6,0,5,9,23,2,0,30,52,24,7,180
0,Nova Guataporanga,3,1,0,1,1,1,0,0,1,1,2,1,21
0,Nova Independência,0,0,0,0,0,2,0,0,2,1,3,0,16
0,Nova Luzitânia,0,1,0,4,2,3,0,0,3,2,5,0,22
0,Nova Odessa,33,8,0,9,19,64,18,1,89,55,105,97,272
0,Novais,2,0,0,7,6,5,0,0,5,2,6,1,18
0,Novo Horizonte,17,19,0,20,14,64,0,8,76,85,74,4,339
0,Nuporanga,5,0,1,1,2,8,0,0,14,8,9,3,57
0,Ocauçu,2,0,0,3,3,3,0,0,3,4,3,1,20
0,Óleo,2,0,0,1,4,2,0,0,2,4,6,0,14
0,Olímpia,35,26,0,6,31,92,147,5,114,74,92,12,425
0,Onda Verde,0,0,0,0,2,3,0,0,4,8,3,0,23
0,Oriente,3,0,0,1,1,5,0,0,7,9,8,0,44
0,Orindiúva,1,0,0,1,2,10,9,8,11,8,14,1,45
