,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Bananal,12,8,0,6,5,29,0,0,35,10,39,0,245
0,Barão de Antonina,0,0,0,0,1,4,2,0,4,1,5,0,14
0,Barbosa,9,19,0,0,6,9,8,4,13,16,25,0,114
0,Bariri,48,29,7,7,18,56,5,3,70,43,99,33,306
0,Barra Bonita,97,42,8,12,15,66,7,10,74,68,134,27,439
0,Barra do Chapéu,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Barra do Turvo,4,2,0,5,13,23,0,0,30,17,40,6,134
0,Barretos,666,194,0,10,58,361,113,17,407,330,361,150,1.64
0,Barrinha,14,19,1,9,12,52,8,0,59,13,52,19,190
0,Barueri,27,178,2,16,73,534,51,11,668,235,769,267,2.556
0,Bastos,21,7,2,3,6,26,2,1,30,29,56,3,164
0,Batatais,29,103,20,5,16,186,149,44,215,187,377,46,840
0,Bauru,270,406,195,66,178,824,147,44,963,699,1.526,585,3.385
0,Bebedouro,73,101,9,18,33,178,8,3,209,88,269,66,793
0,Bento de Abreu,0,2,0,1,1,2,1,0,3,2,4,0,29
0,Bernardino de Campos,3,3,0,0,1,12,2,0,14,23,35,1,120
0,Bertioga,25,71,3,1,13,183,40,0,219,136,319,49,440
0,Bilac,6,2,0,0,3,10,0,0,14,14,24,3,125
0,Birigui,74,93,2,28,78,342,32,8,400,197,530,128,1.784
0,Biritiba Mirim,18,44,0,6,19,41,3,0,52,22,63,27,356
0,Boa Esperança do Sul,14,35,0,4,5,33,11,2,44,23,53,6,126
0,Bocaina,8,6,0,5,8,16,0,0,21,16,32,4,86
0,Bofete,14,4,0,1,3,11,0,0,20,15,11,5,89
0,Boituva,31,67,0,8,13,201,21,0,261,86,204,59,505
0,Bom Jesus dos Perdões,32,20,1,10,16,76,5,0,96,19,95,29,364
0,Bom Sucesso de Itararé,0,0,0,2,0,1,1,0,1,3,4,2,40
0,Borá,1,0,0,0,0,1,0,1,1,0,1,0,6
0,Boracéia,1,0,0,4,15,3,0,0,3,4,7,1,36
0,Borborema,28,9,2,5,5,12,0,1,14,21,33,7,158
0,Borebi,3,4,1,0,0,2,0,0,2,3,5,1,18
0,Botucatu,108,210,7,21,46,306,80,12,329,599,306,106,1.351
0,Bragança Paulista,92,335,11,20,65,432,37,82,555,390,798,125,2.288
0,Braúna,6,2,1,2,0,4,2,1,4,5,9,1,56
0,Brejo Alegre,1,0,0,2,2,16,0,1,19,4,20,5,85
0,Brodowski,50,69,10,6,11,51,61,3,78,39,89,22,399
0,Brotas,78,25,0,4,6,17,3,2,29,42,59,29,234
0,Buri,18,17,3,7,10,50,9,2,67,24,74,15,313
0,Buritama,13,27,0,3,7,63,4,2,77,43,106,9,287
0,Buritizal,11,1,0,2,4,7,8,0,7,11,18,1,35
0,Cabrália Paulista,4,9,1,0,1,10,7,4,11,6,17,1,42
0,Cabreúva,47,98,4,4,18,67,3,12,82,48,115,84,352
0,Caçapava,29,94,5,22,50,203,23,3,231,139,342,65,559
0,Cachoeira Paulista,23,16,0,0,3,41,2,0,46,37,78,18,371
0,Caconde,40,7,0,2,5,16,0,1,21,23,39,7,152
0,Cafelândia,15,7,2,2,4,24,5,4,24,43,67,8,179
0,Caiabu,0,0,0,2,2,3,0,0,3,3,6,1,38
0,Caieiras,42,41,7,1,16,85,17,5,141,60,146,58,745
0,Caiuá,4,5,2,6,12,15,2,0,18,7,22,1,76
0,Cajamar,5,72,2,9,37,162,24,10,188,60,230,111,683
0,Cajati,16,24,1,12,23,56,14,4,77,44,100,15,387
0,Cajobi,12,2,0,0,7,18,1,0,21,9,18,4,123
0,Cajuru,16,35,12,3,7,64,12,1,77,41,105,8,418
0,Campina do Monte Alegre,4,0,0,0,1,5,0,0,6,11,5,4,54
0,Campinas,497,1.165,121,188,552,2.847,502,29,3.615,1.291,4.14,4.67,8.777
0,Campo Limpo Paulista,36,85,1,3,12,111,32,3,133,94,204,107,463
0,Campos do Jordão,13,70,0,4,16,123,14,3,175,64,187,41,476
0,Campos Novos Paulista,4,0,0,0,0,3,0,0,3,10,13,1,29
0,Cananéia,44,30,0,5,18,29,2,4,36,41,70,1,228
0,Canas,12,2,0,1,1,14,2,0,15,3,17,10,86
0,Cândido Mota,11,5,4,1,5,88,9,8,96,43,131,17,325
0,Cândido Rodrigues,0,1,0,0,2,2,0,0,2,0,2,2,19
0,Canitar,3,0,2,0,1,7,0,0,9,5,12,3,74
0,Capão Bonito,38,29,58,12,39,88,22,8,122,70,158,53,439
0,Capela do Alto,11,18,0,2,4,32,5,2,38,15,35,6,204
0,Capivari,41,100,3,3,13,105,24,9,109,62,152,47,472
0,Caraguatatuba,67,234,24,22,37,421,77,4,734,196,617,67,1.161
0,Carapicuíba,5,322,2,37,99,593,51,9,1.23,507,1.1,903,2.919
0,Cardoso,29,20,0,8,6,39,1,8,47,19,39,3,201
0,Casa Branca,114,54,46,7,17,88,1,0,111,75,163,17,536
0,Cássia dos Coqueiros,2,2,1,0,2,6,0,0,6,1,7,0,23
0,Castilho,82,42,3,2,28,74,30,4,82,37,112,5,263
0,Catanduva,116,363,28,21,35,407,70,21,460,210,459,183,1.43
0,Catiguá,7,4,0,6,3,17,1,0,17,5,21,8,50
0,Cedral,2,5,2,1,3,13,0,0,16,8,21,7,55
0,Cerqueira César,11,11,0,2,6,50,5,2,61,55,107,9,216
0,Cerquilho,75,59,3,3,9,107,7,4,119,50,125,21,362
0,Cesário Lange,5,8,0,1,1,27,2,0,38,14,30,1,172
0,Charqueada,13,7,3,7,20,58,3,2,43,23,66,27,112
0,Chavantes,17,21,1,3,6,36,5,4,39,18,54,4,223
0,Clementina,2,4,0,3,4,15,0,0,18,9,25,1,82
0,Colina,112,34,14,1,10,46,59,6,49,33,46,10,210
0,Colômbia,13,2,0,1,4,9,6,0,12,10,9,8,76
0,Conchal,69,38,4,10,18,95,25,3,125,65,191,50,540
0,Conchas,10,22,0,3,7,45,13,5,60,17,45,5,299
0,Cordeirópolis,29,20,7,4,21,45,7,3,54,26,69,32,332
0,Coroados,2,3,1,0,1,12,1,0,14,6,18,9,67
0,Coronel Macedo,1,0,0,1,1,5,0,1,5,3,8,1,36
0,Corumbataí,8,1,0,0,0,4,0,0,4,0,4,9,29
0,Cosmópolis,174,38,0,5,9,107,4,0,140,161,295,54,461
0,Cosmorama,5,2,0,3,8,11,0,0,12,10,11,0,123
0,Cotia,8,120,10,37,122,404,23,4,433,221,625,335,2.087
0,Cravinhos,34,73,0,0,0,88,49,0,110,50,137,30,214
0,Cristais Paulista,15,4,0,3,6,14,18,1,19,3,17,14,41
0,Cruzália,2,0,0,0,1,3,0,0,3,2,5,0,14
0,Cruzeiro,97,139,2,21,29,246,38,4,293,146,392,48,1.37
0,Cubatão,66,86,27,13,32,193,44,11,233,97,290,167,1.188
0,Cunha,12,3,0,11,14,17,3,1,18,31,48,13,150
0,Descalvado,59,13,3,2,8,54,0,7,69,39,93,34,299
0,Diadema,27,346,65,65,226,914,260,10,1.072,238,1.31,1.716,3.216
0,Dirce Reis,0,0,0,0,0,3,0,0,3,3,4,0,16
0,Divinolândia,17,0,0,0,1,9,0,0,11,20,31,6,125
0,Dobrada,10,3,1,5,7,14,0,0,15,7,19,1,40
0,Dois Córregos,37,8,2,11,18,44,39,9,47,53,99,20,318
0,Dolcinópolis,3,0,0,2,1,1,0,0,1,3,1,1,17
0,Dourado,59,7,3,1,9,14,0,2,17,12,26,1,49
0,Dracena,66,32,0,10,18,89,9,2,110,68,157,7,515
0,Duartina,11,13,1,3,6,18,1,1,26,17,35,6,79
0,Dumont,11,4,3,2,2,10,1,0,13,3,10,6,33
0,Echaporã,1,0,0,3,6,5,0,3,5,17,22,0,36
0,Eldorado,11,12,0,1,16,32,3,1,40,27,59,1,181
0,Elias Fausto,5,10,2,0,5,25,1,0,30,25,51,21,147
0,Elisiário,23,4,0,1,5,8,0,0,13,4,12,0,35
0,Embaúba,1,0,0,0,1,2,0,0,3,1,2,1,26
0,Embu das Artes,36,155,0,20,59,342,14,0,380,201,543,558,1.742
0,Embu Guaçú,13,48,0,23,56,124,8,0,150,64,188,103,674
0,Emilianópolis,1,0,0,0,0,0,0,0,0,5,4,0,17
0,Engenheiro Coelho,40,10,0,4,17,19,3,0,26,10,34,41,108
0,Espírito Santo do Pinhal,335,97,58,3,11,130,18,42,158,99,229,20,573
0,Espírito Santo do Turvo,3,1,0,0,1,2,0,0,3,6,8,1,37
0,Estiva Gerbi,1,8,0,4,7,22,1,0,30,19,45,2,113
0,Estrela do Norte,0,0,1,4,2,5,0,0,5,3,8,0,16
0,Estrela d'Oeste,5,5,0,1,3,19,0,3,20,29,19,4,107
0,Euclides da Cunha Paulista,6,7,0,3,4,19,1,0,20,14,33,4,129
0,Fartura,8,5,0,3,1,18,0,1,18,27,46,7,181
0,Fernando Prestes,0,2,0,2,4,6,1,0,8,9,15,0,43
0,Fernandópolis,98,93,2,9,17,167,37,3,220,232,270,45,759
0,Fernão,1,0,0,1,3,1,0,0,1,2,3,0,10
0,Ferraz de Vasconcelos,2,53,1,17,34,224,74,15,284,181,423,466,1.179
0,Flora Rica,0,1,0,1,7,3,0,0,4,2,3,0,46
0,Floreal,6,3,0,7,0,6,1,0,6,4,6,2,54
0,Flórida Paulista,9,19,18,0,5,20,4,0,23,21,20,1,247
0,Florínia,10,5,0,4,12,19,0,1,25,15,34,12,144
0,Franca,902,530,25,41,112,912,671,23,1.117,582,1.494,522,3.641
0,Francisco Morato,34,108,6,11,30,201,25,6,238,95,328,147,1.236
0,Franco da Rocha,18,183,15,10,48,316,12,2,330,270,589,184,1.402
0,Gabriel Monteiro,0,0,0,2,2,2,0,0,2,1,3,0,6
0,Gália,8,1,0,3,5,14,0,0,15,17,31,1,70
0,Garça,129,65,10,12,30,139,31,10,177,140,286,28,619
0,Gastão Vidigal,3,1,0,5,2,11,0,0,11,10,21,0,63
0,Gavião Peixoto,7,4,2,4,6,7,0,0,8,10,14,0,43
0,General Salgado,14,3,2,5,6,9,0,1,13,24,33,2,230
0,Getulina,7,11,22,4,4,11,2,2,13,20,33,7,167
0,Glicério,4,1,0,0,1,2,0,0,2,1,3,1,22
0,Guaiçara,3,1,0,2,10,18,5,4,29,20,40,20,92
0,Guaimbê,8,5,2,0,3,4,2,3,5,9,13,0,89
0,Guaíra,116,33,3,4,21,95,43,1,104,122,95,23,491
0,Guapiaçu,16,13,0,1,1,20,2,0,25,20,40,14,148
0,Guapiara,3,4,1,1,13,19,2,0,30,9,28,8,91
0,Guará,142,25,0,2,2,62,46,3,70,71,133,1,425
0,Guaraçaí,7,0,0,2,1,11,0,0,13,10,21,0,90
0,Guaraci,7,9,1,2,1,32,3,2,39,32,32,2,103
0,Guarani d'Oeste,0,2,0,2,2,5,0,0,6,3,5,0,39
0,Guarantã,1,2,0,1,7,6,3,0,9,8,14,3,58
0,Guararapes,40,44,6,3,28,97,14,5,129,55,158,23,396
0,Guararema,7,21,0,8,31,51,5,3,59,41,90,47,312
0,Guaratinguetá,67,129,11,16,58,298,16,8,345,238,536,86,1.441
0,Guareí,9,57,0,0,3,34,1,2,38,15,34,5,140
0,Guariba,47,128,0,14,23,115,8,26,145,45,122,18,260
0,Guarujá,124,206,71,78,177,639,148,9,707,321,949,317,1.956
0,Guarulhos,42,721,68,155,394,1.943,298,7,2.477,369,3.345,2.82,10.087
0,Guatapará,3,8,1,3,8,11,2,0,17,4,15,3,61
0,Guzolândia,2,1,0,1,0,4,0,0,4,5,9,0,40
0,Herculândia,7,0,0,2,1,3,0,0,5,11,13,4,78
0,Holambra,9,1,4,2,4,12,0,0,16,11,22,12,57
0,Hortolândia,38,267,0,51,111,413,52,3,497,87,555,576,1.209
0,Iacanga,4,6,0,2,6,16,3,3,18,12,30,3,59
0,Iacri,6,4,0,1,4,4,0,1,4,6,10,1,61
0,Iaras,9,9,1,1,3,14,4,0,17,27,41,1,71
0,Ibaté,53,21,6,10,16,48,4,0,49,42,90,18,200
0,Ibirá,4,5,2,0,5,17,0,0,19,8,25,2,79
0,Ibirarema,5,5,1,0,1,6,4,2,6,12,18,6,45
0,Ibitinga,142,53,5,8,25,114,2,4,155,78,193,86,496
0,Ibiúna,58,52,3,25,53,152,13,0,174,52,226,61,542
0,Icém,7,2,0,1,4,8,3,2,8,10,18,4,68
0,Iepê,7,2,3,0,1,7,0,6,8,28,36,2,63
0,Igaraçu do Tietê,150,35,9,0,4,62,3,13,73,50,112,14,328
0,Igarapava,243,13,0,14,16,77,102,0,79,46,123,3,443
0,Igaratá,27,13,1,1,6,23,6,0,30,16,39,24,112
0,Iguape,40,43,10,12,26,83,34,1,106,74,156,6,412
0,Ilha Comprida,8,31,0,1,7,88,33,9,109,18,106,0,388
0,Ilha Solteira,67,31,13,8,8,48,12,5,62,44,89,11,287
0,Ilhabela,16,33,2,4,6,66,3,2,78,54,120,8,353
0,Indaiatuba,114,156,29,9,41,332,50,19,448,216,604,198,1.378
0,Indiana,0,0,0,2,1,5,2,0,13,7,12,0,72
0,Indiaporã,4,3,0,1,1,9,0,0,11,5,9,1,44
0,Inúbia Paulista,1,0,0,0,2,0,0,0,0,1,0,1,24
0,Ipaussu,14,16,2,0,5,22,5,10,24,31,53,5,231
0,Iperó,40,48,1,5,20,79,27,0,97,9,106,25,262
0,Ipeúna,7,2,0,1,3,4,0,0,4,3,7,20,105
0,Ipiguá,4,0,0,1,1,3,0,0,3,3,6,16,33
0,Iporanga,4,0,3,4,6,4,0,0,4,5,7,1,57
0,Ipuã,59,13,1,2,3,20,0,0,24,31,49,15,168
0,Iracemápolis,11,14,1,2,15,30,10,1,35,28,53,61,245
0,Irapuã,10,9,0,8,1,15,0,0,23,9,24,3,69
0,Irapuru,11,7,0,0,0,19,0,2,27,20,19,0,154
0,Itaberá,15,15,11,3,4,26,5,6,34,24,51,14,190
0,Itaí,24,21,1,5,11,53,8,9,64,60,109,12,197
0,Itajobi,16,8,0,0,6,13,1,5,22,12,25,2,86
0,Itaju,1,0,0,0,2,2,0,0,2,1,3,1,25
0,Itanhaém,54,149,5,26,69,294,87,11,383,108,370,205,1.146
0,Itaóca,0,0,0,0,2,1,0,1,1,3,4,0,21
0,Itapecerica da Serra,50,118,15,38,79,366,82,0,431,162,528,466,1.506
0,Itapetininga,174,248,87,6,38,377,123,5,510,161,504,122,1.919
0,Itapeva,111,113,2,21,23,276,30,0,308,127,402,56,1.124
0,Itapevi,14,134,8,21,54,317,15,0,366,138,455,301,1.401
0,Itapira,168,102,68,14,21,177,33,15,205,147,370,159,649
0,Itapirapuã Paulista,0,0,0,0,8,2,0,0,2,3,5,1,37
0,Itápolis,51,44,11,6,33,82,5,5,103,81,124,28,377
0,Itaporanga,3,5,0,3,5,17,0,2,17,23,40,5,106
0,Itapuí,4,2,0,0,0,12,0,0,13,20,32,11,81
0,Itapura,24,4,2,2,4,19,3,0,22,8,27,2,98
0,Itaquaquecetuba,5,116,2,40,81,378,71,19,475,146,591,728,1.987
0,Itararé,79,29,3,3,20,93,6,6,111,33,126,20,541
0,Itariri,12,18,0,7,45,31,1,0,39,26,57,16,167
0,Itatiba,102,147,10,11,41,252,16,0,315,112,364,90,875
0,Itatinga,12,23,0,10,13,54,5,3,70,24,54,4,221
0,Itirapina,73,72,0,4,14,44,1,6,53,29,73,17,217
0,Itirapuã,19,3,0,3,2,9,14,0,10,8,17,7,83
0,Itobi,5,8,1,2,4,17,0,1,21,12,29,0,101
0,Itu,112,153,5,37,85,371,35,0,425,189,614,100,1.217
0,Itupeva,64,57,1,5,20,85,11,1,106,36,120,63,417
0,Ituverava,292,43,5,4,24,68,130,5,80,55,123,36,738
0,Jaborandi,12,2,0,0,1,11,5,1,15,9,11,1,58
0,Jaboticabal,92,149,3,15,55,187,3,4,203,140,188,97,799
0,Jacareí,101,189,24,58,104,526,94,11,666,243,769,589,2.09
0,Jaci,6,1,0,1,1,4,1,0,4,8,12,2,67
0,Jacupiranga,41,28,0,10,17,46,6,0,59,39,81,5,273
0,Jaguariúna,62,36,7,16,24,117,11,0,143,60,177,43,366
0,Jales,85,36,0,8,15,72,10,9,95,122,80,43,541
0,Jambeiro,17,4,1,0,4,28,0,0,33,10,38,17,88
0,Jandira,4,67,2,9,29,147,36,3,181,82,229,119,627
0,Jardinópolis,40,101,2,12,15,147,64,7,179,70,217,95,403
0,Jarinu,10,8,2,2,6,23,3,1,30,30,53,31,151
0,Jaú,105,189,27,11,39,309,19,10,370,260,571,176,1.481
0,Jeriquara,18,1,0,1,1,7,7,0,7,11,18,2,61
0,Joanópolis,4,2,0,2,2,13,0,5,16,21,34,7,119
0,João Ramalho,11,3,1,0,0,2,0,0,6,5,7,0,62
0,José Bonifácio,46,34,1,8,8,81,11,15,103,49,130,38,425
0,Júlio Mesquita,2,0,0,1,1,3,0,0,3,7,10,0,26
0,Jumirim,3,0,0,0,0,4,0,0,4,0,4,0,28
0,Jundiaí,161,426,45,46,154,814,108,6,991,367,1.181,523,2.496
0,Junqueirópolis,13,9,23,5,6,59,2,2,66,28,87,4,397
0,Juquiá,10,15,3,15,34,47,8,3,57,33,80,15,220
0,Juquitiba,4,12,0,0,9,31,0,0,39,23,54,43,352
0,Lagoinha,2,1,0,0,5,0,0,0,0,0,0,1,28
0,Laranjal Paulista,17,59,5,4,13,86,19,0,109,35,86,22,305
0,Lavínia,26,52,0,3,5,13,0,0,13,4,17,0,96
0,Lavrinhas,11,11,0,8,7,30,2,0,32,18,48,7,106
0,Leme,93,254,10,25,46,270,12,61,312,145,418,114,850
0,Lençóis Paulista,115,100,18,18,36,142,3,7,168,89,231,73,579
0,Limeira,241,642,28,41,132,773,303,16,968,638,1.49,1.133,3.294
0,Lindóia,18,5,0,5,4,19,0,0,22,6,25,6,66
0,Lins,56,91,20,3,23,143,61,34,188,176,318,133,881
0,Lorena,67,184,4,20,40,218,13,5,253,271,491,80,765
0,Lourdes,1,1,0,0,0,4,0,0,5,0,4,0,37
0,Louveira,36,22,1,4,11,47,4,0,61,23,70,39,278
0,Lucélia,45,21,1,5,9,38,6,2,44,39,38,4,311
0,Lucianópolis,1,1,0,1,0,2,0,0,2,3,5,1,11
0,Luís Antônio,4,10,0,0,0,11,5,0,16,12,21,9,79
0,Luiziânia,2,1,0,0,6,11,0,0,15,5,16,1,58
0,Lupércio,4,1,1,0,1,2,0,0,2,8,9,1,41
0,Lutécia,1,4,0,1,0,8,0,0,9,3,11,0,29
0,Macatuba,10,12,0,4,9,31,4,2,35,27,58,4,136
0,Macaubal,2,1,0,4,4,23,1,0,25,8,23,0,85
0,Macedônia,1,0,0,1,0,4,0,0,4,4,4,0,41
0,Magda,1,1,0,1,3,4,0,0,4,3,4,1,18
0,Mairinque,25,66,1,16,31,129,40,3,163,70,233,80,399
0,Mairiporã,21,60,3,14,72,232,4,0,285,74,271,125,1.045
0,Manduri,20,5,1,1,2,19,0,0,24,8,27,2,76
0,Marabá Paulista,9,6,5,0,1,14,0,0,27,7,21,1,42
0,Maracaí,8,14,2,1,1,30,11,0,40,28,58,11,165
0,Marapoama,0,0,1,0,10,4,0,0,5,1,5,0,15
0,Mariápolis,0,0,0,0,1,0,0,0,0,3,0,1,45
0,Marília,227,229,103,45,87,540,71,17,663,525,1.046,190,2.517
0,Marinópolis,0,0,0,0,0,0,0,0,0,1,0,0,13
0,Martinópolis,54,26,21,1,6,44,0,5,65,44,96,11,402
0,Matão,35,142,0,10,39,128,15,22,169,111,241,41,505
0,Mauá,23,233,7,58,120,528,253,4,654,294,808,969,2.494
0,Mendonça,5,2,0,0,3,4,0,0,5,4,8,1,64
0,Meridiano,2,1,0,0,4,8,1,0,10,7,13,1,45
0,Mesópolis,0,0,0,7,15,4,0,0,5,0,4,0,26
0,Miguelópolis,152,35,3,10,7,58,70,3,65,24,82,8,382
0,Mineiros do Tietê,12,13,3,1,17,17,3,0,21,21,42,9,121
0,Mira Estrela,3,0,0,0,0,12,0,0,12,4,14,0,25
0,Miracatu,6,30,1,17,29,51,17,1,75,43,94,26,259
0,Mirandópolis,100,151,0,5,8,95,6,5,113,47,146,6,468
0,Mirante do Paranapanema,7,7,0,12,22,41,1,3,52,15,56,7,196
0,Mirassol,98,62,12,2,23,105,17,2,127,113,219,58,599
0,Mirassolândia,0,0,0,1,3,3,1,0,8,5,8,1,45
0,Mococa,263,96,37,11,19,130,29,25,148,77,207,57,819
0,Mogi das Cruzes,117,428,19,61,127,760,111,72,909,631,1.388,613,4.315
0,Mogi Guaçu,143,167,25,13,40,360,68,4,432,163,510,150,1.845
0,Mogi Mirim,73,111,4,18,50,231,22,12,281,106,345,240,885
0,Mombuca,0,0,0,0,0,1,0,0,2,4,6,4,33
0,Monções,1,0,0,3,1,2,0,0,2,1,2,1,24
0,Mongaguá,62,123,60,9,21,176,90,18,243,87,262,108,550
0,Monte Alegre do Sul,2,1,0,1,2,5,0,0,7,0,5,3,68
0,Monte Alto,32,44,0,4,26,86,17,1,98,82,86,44,570
0,Monte Aprazível,29,19,0,11,18,40,3,1,47,69,109,7,294
0,Monte Azul Paulista,73,7,1,11,12,32,0,0,40,37,69,5,212
0,Monte Castelo,3,0,0,0,0,1,1,0,1,3,4,2,35
0,Monte Mor,45,77,0,17,31,117,28,5,138,57,174,138,507
0,Monteiro Lobato,5,1,0,2,3,5,0,0,5,0,5,7,75
0,Morro Agudo,142,45,2,12,22,67,26,7,86,44,111,17,337
0,Morungaba,1,3,0,0,0,3,0,0,4,11,14,7,49
0,Motuca,4,3,0,0,1,6,0,0,7,6,12,2,20
0,Murutinga do Sul,7,0,0,0,1,2,0,0,2,6,8,0,29
0,Nantes,0,3,5,2,2,6,0,0,8,9,15,0,23
0,Narandiba,7,0,0,3,4,7,0,0,8,7,14,3,43
0,Natividade da Serra,6,8,1,7,45,17,0,1,24,5,22,10,179
0,Nazaré Paulista,3,5,0,7,8,25,1,0,29,11,35,24,195
0,Neves Paulista,36,9,2,5,5,15,0,1,17,21,36,6,107
0,Nhandeara,6,1,1,9,3,8,0,5,10,15,8,2,130
0,Nipoã,1,1,0,1,1,3,0,0,3,6,9,2,38
0,Nova Aliança,13,1,0,0,1,7,0,0,11,10,17,4,65
0,Nova Campina,15,4,0,6,7,7,1,1,10,10,17,3,57
0,Nova Canaã Paulista,2,0,0,0,0,0,0,0,0,5,0,1,18
0,Nova Castilho,0,0,0,2,0,1,0,0,1,0,1,0,12
0,Nova Europa,27,8,0,2,9,19,0,0,27,8,26,5,82
0,Nova Granada,15,19,0,14,25,31,2,4,36,21,52,20,184
