,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Angatuba,51,34,4,6,15,61,19,8,79,55,117,18,272
0,Anhembi,5,2,0,0,1,11,0,0,11,4,11,0,64
0,Anhumas,2,0,0,1,3,5,0,0,5,2,7,1,43
0,Aparecida,48,68,4,3,10,112,40,17,136,87,199,44,433
0,Aparecida d'Oeste,1,3,1,0,0,3,0,2,6,7,10,0,55
0,Apiaí,30,15,0,16,29,48,2,5,56,48,102,30,293
0,Araçariguama,22,15,0,5,10,54,3,1,59,21,80,20,165
0,Araçatuba,94,581,11,61,115,899,232,11,1.028,441,1.340,199,2.534
0,Araçoiaba da Serra,32,28,0,6,18,64,1,0,73,45,118,14,252
0,Aramina,13,0,0,1,6,5,4,0,6,9,14,9,69
0,Arandu,2,0,0,1,2,11,0,0,11,7,18,0,47
0,Arapeí,1,1,0,0,0,9,1,0,10,3,12,0,39
0,Araraquara,148,300,3,20,76,685,88,22,833,576,1.261,224,1.817
0,Araras,112,256,12,16,30,353,98,14,449,224,577,137,1.168
0,Arco-Íris,1,0,0,0,0,2,0,0,2,0,2,0,10
0,Arealva,10,7,2,0,15,15,1,0,20,15,30,5,84
0,Areias,3,5,0,0,0,6,1,0,6,5,11,2,27
0,Areiópolis,2,8,0,1,5,19,2,1,28,14,19,3,69
0,Ariranha,17,6,0,2,3,6,0,0,7,21,27,1,72
0,Artur Nogueira,110,64,0,11,21,84,8,10,103,61,138,80,247
0,Arujá,18,42,3,5,21,166,33,2,203,89,296,151,996
0,Aspásia,0,0,0,0,0,1,0,0,1,1,2,1,11
0,Assis,66,322,49,23,41,482,183,123,586,372,854,170,1.240
0,Atibaia,48,262,0,31,68,699,115,27,874,222,921,196,1.793
0,Auriflama,12,11,1,2,3,18,5,5,18,21,39,9,117
0,Avaí,5,11,0,2,4,21,0,1,28,6,27,2,57
0,Avanhandava,65,41,2,4,7,63,3,0,75,10,73,4,168
0,Avaré,84,172,32,9,32,300,62,21,380,553,855,18,1.022
0,Bady Bassitt,32,17,2,1,7,23,1,2,33,9,32,13,137
0,Balbinos,55,14,14,0,0,9,1,1,9,4,13,1,71
0,Bálsamo,3,7,0,2,4,18,0,2,23,20,38,5,119
0,Bananal,10,4,0,2,8,20,0,2,23,23,43,2,130
0,Barão de Antonina,0,0,0,0,0,2,0,0,2,2,4,0,22
0,Barbosa,15,11,0,1,1,21,2,1,25,8,29,2,105
0,Bariri,23,27,6,10,15,83,13,6,98,66,149,23,325
0,Barra Bonita,112,58,15,6,15,121,19,5,139,64,185,23,432
0,Barra do Chapéu,1,2,0,4,0,0,0,0,0,0,0,0,0
0,Barra do Turvo,2,5,0,8,24,23,1,3,33,21,44,9,117
0,Barretos,189,241,142,22,63,419,120,28,481,328,723,247,1.588
0,Barrinha,18,49,2,13,23,101,6,2,111,40,101,24,267
0,Barueri,438,226,9,29,93,609,62,71,712,434,1.040,492,2.138
0,Bastos,11,10,4,6,3,27,0,1,33,42,69,5,174
0,Batatais,43,197,70,6,10,212,183,69,226,137,349,36,625
0,Bauru,233,457,101,69,175,1.037,157,20,1.274,628,1.665,733,3.368
0,Bebedouro,56,148,4,19,31,238,14,4,289,156,422,101,820
0,Bento de Abreu,10,2,0,0,1,2,1,0,3,0,2,0,7
0,Bernardino de Campos,19,27,3,1,5,41,3,3,45,20,61,4,142
0,Bertioga,28,82,7,8,38,218,53,16,259,105,309,84,484
0,Bilac,5,4,0,3,1,7,2,0,10,7,14,0,67
0,Birigui,56,135,2,23,48,350,33,19,418,233,583,132,1.405
0,Biritiba Mirim,15,25,0,5,10,59,13,1,68,32,91,17,292
0,Boa Esperança do Sul,18,18,0,3,8,30,2,5,31,38,68,4,123
0,Bocaina,7,7,2,0,1,18,1,0,24,21,39,7,78
0,Bofete,3,6,0,1,6,27,1,3,29,25,27,8,82
0,Boituva,88,82,13,8,19,161,27,9,185,112,280,107,515
0,Bom Jesus dos Perdões,20,49,0,11,17,60,4,5,69,33,94,14,343
0,Bom Sucesso de Itararé,0,0,0,1,3,3,0,0,4,2,5,0,25
0,Borá,1,1,1,0,0,1,0,0,1,1,2,0,3
0,Boracéia,0,3,0,0,2,11,3,0,11,19,30,1,44
0,Borborema,46,12,0,4,17,35,0,0,39,30,65,9,202
0,Borebi,2,1,0,2,3,6,1,0,6,7,13,4,29
0,Botucatu,35,230,1,16,35,461,99,17,554,372,461,50,1.547
0,Bragança Paulista,72,342,10,30,106,689,124,66,818,304,1.001,133,2.097
0,Braúna,7,3,1,0,0,5,0,2,5,6,11,1,53
0,Brejo Alegre,0,0,0,0,0,1,0,0,1,2,3,1,16
0,Brodowski,22,65,3,1,3,79,31,19,96,32,111,28,233
0,Brotas,19,30,0,0,11,39,5,4,53,60,99,28,257
0,Buri,12,20,1,5,5,57,12,10,62,34,97,14,167
0,Buritama,20,49,2,5,15,58,13,4,82,64,122,4,271
0,Buritizal,32,7,0,1,1,10,8,0,12,8,18,0,66
0,Cabrália Paulista,7,2,0,0,1,8,0,0,8,8,16,1,50
0,Cabreúva,71,100,11,8,18,112,7,0,131,43,155,9,406
0,Caçapava,30,73,3,15,42,206,27,6,245,98,304,115,996
0,Cachoeira Paulista,11,43,0,9,14,61,10,3,72,41,103,13,432
0,Caconde,12,7,1,4,13,29,6,7,32,69,98,10,277
0,Cafelândia,17,23,2,6,15,40,19,7,52,54,94,15,165
0,Caiabu,1,2,0,1,1,6,0,0,7,5,11,1,41
0,Caieiras,17,47,1,3,9,150,19,0,165,99,264,63,724
0,Caiuá,0,12,0,0,1,18,1,0,21,74,92,0,60
0,Cajamar,25,94,28,9,23,185,63,4,221,185,380,165,601
0,Cajati,50,39,4,3,12,58,14,11,69,67,124,20,308
0,Cajobi,7,6,0,1,3,31,3,1,36,11,42,0,102
0,Cajuru,19,47,9,6,10,68,7,17,83,28,95,20,405
0,Campina do Monte Alegre,19,12,2,0,1,21,3,0,26,11,35,0,67
0,Campinas,354,747,81,170,498,2.731,467,138,3.346,1.199,3.988,3.189,8.781
0,Campo Limpo Paulista,42,79,6,6,30,146,40,11,183,90,236,133,620
0,Campos do Jordão,25,30,0,2,7,83,8,13,95,75,159,28,992
0,Campos Novos Paulista,2,1,0,1,3,9,0,3,9,13,22,1,31
0,Cananéia,29,16,2,8,16,28,3,14,31,15,43,4,227
0,Canas,9,3,0,0,4,8,3,0,10,3,11,6,54
0,Cândido Mota,17,49,3,10,12,101,28,13,116,107,208,25,280
0,Cândido Rodrigues,3,0,0,0,5,4,0,0,4,3,7,0,18
0,Canitar,8,5,0,0,0,7,1,0,9,5,12,4,42
0,Capão Bonito,23,39,9,8,24,128,10,9,156,304,432,21,494
0,Capela do Alto,41,37,5,6,9,43,9,1,53,34,77,26,210
0,Capivari,35,64,20,1,7,97,14,8,115,102,194,145,482
0,Caraguatatuba,86,154,9,39,72,410,150,14,496,219,629,157,1.201
0,Carapicuíba,358,381,4,38,97,791,147,19,1.536,850,1.640,889,2.590
0,Cardoso,17,13,0,3,5,38,2,3,48,60,98,6,212
0,Casa Branca,68,39,48,5,12,81,16,4,101,132,201,20,480
0,Cássia dos Coqueiros,0,1,1,0,1,4,0,0,6,4,8,1,30
0,Castilho,43,33,5,0,12,86,8,3,100,49,135,18,318
0,Catanduva,99,258,10,13,50,369,69,78,439,582,681,152,1.294
0,Catiguá,8,6,0,0,0,8,3,0,9,6,16,6,32
0,Cedral,8,7,0,2,6,10,2,0,10,3,13,14,113
0,Cerqueira César,23,13,1,2,5,52,10,4,63,87,139,4,211
0,Cerquilho,45,26,9,5,10,55,12,9,76,70,131,25,316
0,Cesário Lange,8,7,1,2,7,45,1,1,43,9,47,13,208
0,Charqueada,5,21,0,7,9,38,3,2,48,22,65,21,118
0,Chavantes,38,23,3,2,12,54,6,6,60,13,67,9,206
0,Clementina,6,5,0,2,2,17,0,1,26,16,33,3,95
0,Colina,55,37,13,0,7,42,12,16,46,34,74,38,186
0,Colômbia,15,2,0,3,4,15,0,0,20,6,21,13,54
0,Conchal,53,38,0,4,9,81,18,18,105,46,151,61,197
0,Conchas,13,22,1,2,10,45,10,8,60,49,45,4,191
0,Cordeirópolis,41,23,0,5,22,64,12,6,95,42,113,36,392
0,Coroados,5,1,0,2,4,14,2,3,15,6,20,13,66
0,Coronel Macedo,5,6,0,0,2,9,2,2,9,3,12,0,40
0,Corumbataí,7,1,1,0,1,1,0,1,1,1,2,7,32
0,Cosmópolis,118,65,0,13,33,138,10,16,178,70,224,150,543
0,Cosmorama,8,6,0,1,2,11,2,2,12,12,22,3,70
0,Cotia,155,121,3,37,110,426,62,15,475,259,685,461,1.455
0,Cravinhos,78,146,0,7,11,121,2,8,146,57,178,47,390
0,Cristais Paulista,16,3,0,0,1,9,10,1,14,17,26,13,54
0,Cruzália,0,0,0,0,0,0,0,0,0,6,6,0,16
0,Cruzeiro,120,89,0,19,25,270,36,14,307,286,555,117,1.837
0,Cubatão,173,66,17,20,60,240,40,5,278,139,382,214,926
0,Cunha,10,6,0,6,36,32,6,0,34,21,53,25,189
0,Descalvado,79,16,5,15,14,78,0,6,84,62,140,16,234
0,Diadema,18,390,133,62,190,1.089,234,102,1.233,301,1.523,1.739,3.363
0,Dirce Reis,0,0,0,0,0,1,0,0,1,1,2,0,9
0,Divinolândia,15,1,0,0,2,10,0,1,13,25,35,6,82
0,Dobrada,26,2,0,2,2,10,0,1,11,15,25,1,31
0,Dois Córregos,20,7,2,8,30,37,1,7,42,85,122,10,186
0,Dolcinópolis,2,0,0,0,0,2,0,0,2,3,5,0,30
0,Dourado,29,4,0,0,0,7,0,2,10,8,15,4,73
0,Dracena,117,146,1,5,7,176,27,24,211,362,538,34,834
0,Duartina,4,22,2,1,11,29,5,1,36,16,45,4,101
0,Dumont,9,6,0,0,4,11,1,0,14,2,13,11,55
0,Echaporã,15,3,0,3,1,5,3,5,5,11,16,3,48
0,Eldorado,14,15,0,11,24,42,6,2,47,34,76,4,264
0,Elias Fausto,18,8,2,1,6,21,2,1,23,28,49,19,113
0,Elisiário,10,2,0,0,2,6,0,1,6,4,9,1,39
0,Embaúba,0,0,0,0,0,5,0,0,6,2,7,0,28
0,Embu das Artes,52,157,5,35,40,351,35,2,412,211,562,365,1.761
0,Embu Guaçú,9,29,0,8,26,112,3,0,147,95,207,107,478
0,Emilianópolis,3,0,0,2,4,2,0,0,3,7,9,1,23
0,Engenheiro Coelho,54,8,0,4,9,4,1,0,7,15,20,23,137
0,Espírito Santo do Pinhal,141,138,48,5,27,136,24,26,163,133,267,43,695
0,Espírito Santo do Turvo,8,4,0,0,1,6,4,1,10,11,17,2,48
0,Estiva Gerbi,0,11,2,3,6,20,6,3,22,11,36,10,128
0,Estrela do Norte,3,0,0,2,2,4,0,0,4,3,7,1,27
0,Estrela d'Oeste,5,2,1,0,2,7,0,4,7,22,13,5,94
0,Euclides da Cunha Paulista,4,3,1,3,5,14,0,0,16,23,37,11,145
0,Fartura,28,15,2,2,5,24,9,6,31,58,85,8,237
0,Fernando Prestes,5,5,1,4,12,18,2,0,19,13,31,2,55
0,Fernandópolis,78,133,3,26,27,279,56,51,345,280,475,69,852
0,Fernão,5,0,0,0,0,0,0,1,0,5,5,0,7
0,Ferraz de Vasconcelos,9,99,5,7,30,360,124,10,447,148,503,657,1.286
0,Flora Rica,0,1,0,0,8,2,0,0,3,3,2,0,27
0,Floreal,1,2,0,0,1,6,0,0,7,6,12,1,46
0,Flórida Paulista,10,12,0,0,9,29,0,5,30,55,29,4,210
0,Florínia,6,2,3,0,3,7,0,0,7,12,19,2,52
0,Franca,505,474,2,41,110,1.087,602,23,1.235,897,1.984,723,3.546
0,Francisco Morato,25,115,3,10,28,255,48,10,307,238,510,193,728
0,Franco da Rocha,33,164,9,15,73,613,105,13,714,223,854,176,1.552
0,Gabriel Monteiro,3,0,0,0,2,2,0,1,2,1,3,0,15
0,Gália,13,3,0,2,3,6,4,1,8,16,22,2,57
0,Garça,74,41,8,15,36,145,63,29,170,121,266,37,612
0,Gastão Vidigal,2,1,0,1,3,9,0,0,10,10,19,1,47
0,Gavião Peixoto,2,7,0,3,6,14,0,3,21,4,18,3,35
0,General Salgado,4,7,2,4,2,11,0,1,14,29,40,5,123
0,Getulina,7,7,11,3,5,19,0,0,23,52,71,2,152
0,Glicério,4,5,0,1,1,8,4,2,9,2,10,0,25
0,Guaiçara,12,10,2,2,7,29,6,2,33,22,50,19,121
0,Guaimbê,5,3,1,0,0,7,1,2,7,17,24,1,96
0,Guaíra,51,94,0,7,10,134,25,26,157,122,252,44,659
0,Guapiaçu,5,17,0,3,3,29,1,0,39,15,44,20,136
0,Guapiara,7,11,6,7,12,24,3,5,32,26,47,10,160
0,Guará,104,15,0,0,1,47,45,2,52,55,102,1,398
0,Guaraçaí,4,2,0,0,2,4,0,0,5,14,18,1,66
0,Guaraci,11,7,3,4,6,39,2,0,42,25,62,7,144
0,Guarani d'Oeste,3,5,0,1,4,8,1,0,11,6,12,1,35
0,Guarantã,3,7,0,0,4,22,1,6,26,9,31,3,83
0,Guararapes,30,36,0,4,10,74,16,0,91,75,149,15,273
0,Guararema,12,13,0,6,22,55,24,0,66,50,105,31,297
0,Guaratinguetá,63,93,0,29,62,301,18,33,334,216,517,58,1.224
0,Guareí,34,42,1,5,5,31,0,5,33,14,47,6,173
0,Guariba,29,48,0,12,11,65,11,25,76,48,110,75,245
0,Guarujá,156,147,58,70,190,760,300,18,895,520,1.280,418,1.751
0,Guarulhos,84,780,77,112,315,2.686,593,97,3.401,825,4.396,1.766,9.088
0,Guatapará,13,13,3,4,9,28,1,0,31,11,39,4,92
0,Guzolândia,0,0,0,0,2,8,0,0,8,11,19,0,44
0,Herculândia,2,0,1,3,4,4,0,1,5,17,20,0,41
0,Holambra,23,0,2,0,1,16,2,0,21,6,23,5,84
0,Hortolândia,80,177,0,45,70,501,66,7,599,156,695,489,1.340
0,Iacanga,17,5,0,4,10,12,0,1,15,25,37,5,79
0,Iacri,2,2,0,3,3,10,0,1,12,18,24,0,65
0,Iaras,15,5,1,1,2,13,0,1,17,26,38,4,45
0,Ibaté,31,58,11,3,2,43,0,0,51,34,77,42,324
0,Ibirá,11,11,0,4,12,16,0,2,18,19,36,7,105
0,Ibirarema,12,5,2,3,5,15,1,0,19,10,25,0,47
0,Ibitinga,124,121,7,0,10,268,11,5,347,105,373,65,695
0,Ibiúna,17,28,2,19,40,152,7,1,170,65,235,43,609
0,Icém,12,3,1,4,13,3,0,2,3,13,16,9,84
0,Iepê,6,6,1,3,4,16,1,1,17,24,41,5,74
0,Igaraçu do Tietê,57,36,16,3,13,83,20,4,92,64,147,33,374
0,Igarapava,232,18,0,20,9,69,45,3,81,60,129,36,576
0,Igaratá,6,2,0,4,3,11,3,1,11,22,33,6,134
0,Iguape,81,51,6,24,57,131,31,4,164,62,193,4,428
0,Ilha Comprida,27,44,0,4,12,126,23,7,144,39,164,8,400
0,Ilha Solteira,61,19,3,0,7,54,8,13,69,71,125,23,283
0,Ilhabela,37,44,0,17,34,106,7,2,117,31,137,8,424
0,Indaiatuba,192,370,47,19,49,318,21,48,424,262,604,186,1.262
0,Indiana,5,6,0,3,2,7,1,0,11,13,20,2,74
0,Indiaporã,6,5,0,4,3,11,8,1,13,6,18,5,56
0,Inúbia Paulista,3,0,0,0,3,2,0,0,2,5,2,0,21
0,Ipaussu,17,16,2,0,3,30,5,6,34,21,51,9,172
0,Iperó,17,33,4,8,18,70,1,3,79,45,124,59,286
0,Ipeúna,8,2,0,4,10,12,0,0,17,9,21,12,104
0,Ipiguá,7,1,0,1,0,5,2,1,10,3,8,22,45
0,Iporanga,4,2,0,7,7,7,0,1,8,2,9,4,46
0,Ipuã,125,24,3,1,6,46,11,1,51,33,88,13,170
0,Iracemápolis,18,11,0,4,6,31,4,4,35,27,65,29,198
0,Irapuã,19,3,0,1,1,10,2,3,10,12,24,0,71
0,Irapuru,12,15,5,0,3,23,4,1,28,17,23,1,154
0,Itaberá,7,11,2,0,11,23,2,4,27,42,61,5,121
0,Itaí,30,49,7,1,14,75,14,21,91,78,153,14,212
0,Itajobi,12,12,0,0,9,22,2,0,30,10,32,2,118
0,Itaju,5,2,0,0,4,5,0,0,5,1,6,0,19
0,Itanhaém,140,114,3,10,36,398,82,17,465,344,725,266,1.190
0,Itaóca,0,0,0,0,0,2,0,0,2,4,6,1,29
0,Itapecerica da Serra,203,149,4,22,54,349,2,0,426,228,577,350,1.090
0,Itapetininga,172,369,1,13,59,608,189,16,731,587,1.202,119,1.963
0,Itapeva,155,101,1,18,52,312,29,29,388,201,524,46,1.147
0,Itapevi,38,113,8,20,57,305,77,19,347,266,571,328,1.283
0,Itapira,29,206,37,24,44,194,69,20,225,149,402,116,962
0,Itapirapuã Paulista,3,2,0,4,8,10,0,1,10,2,13,1,28
0,Itápolis,120,98,68,1,15,137,1,12,156,101,238,36,583
0,Itaporanga,19,10,1,4,7,33,1,5,36,47,80,4,176
0,Itapuí,14,15,2,2,6,28,6,2,29,23,51,3,110
0,Itapura,13,9,0,3,2,6,1,0,7,5,11,0,62
0,Itaquaquecetuba,8,311,0,31,77,596,242,15,739,223,821,978,2.282
0,Itararé,73,49,10,10,20,159,14,6,173,96,256,22,474
0,Itariri,10,3,0,1,4,25,3,0,26,25,50,6,120
0,Itatiba,79,81,18,14,62,175,8,2,218,95,270,210,689
0,Itatinga,32,28,0,2,3,59,10,6,75,94,59,8,202
0,Itirapina,61,34,26,1,10,38,0,4,48,51,89,22,173
0,Itirapuã,13,3,0,0,1,10,11,0,13,10,20,12,64
0,Itobi,13,4,5,3,2,11,1,1,12,10,21,4,114
0,Itu,114,275,41,27,66,432,74,38,567,302,869,76,1.315
0,Itupeva,74,81,10,3,10,143,37,15,181,63,206,68,485
0,Ituverava,223,67,1,7,35,109,142,23,140,79,188,49,595
0,Jaborandi,12,2,0,0,0,10,0,1,13,14,21,8,59
0,Jaboticabal,51,168,28,27,37,182,26,32,206,100,217,112,1.015
0,Jacareí,174,277,28,58,122,571,220,26,672,369,940,431,2.369
0,Jaci,1,3,0,1,1,8,1,1,9,8,17,5,68
0,Jacupiranga,28,6,0,11,16,49,4,2,57,37,86,8,282
0,Jaguariúna,25,44,9,13,22,111,17,10,133,54,166,17,404
0,Jales,123,52,5,12,16,111,13,26,126,173,289,44,681
0,Jambeiro,12,4,1,3,9,18,2,0,20,3,21,7,79
0,Jandira,20,39,4,10,24,137,28,7,148,99,236,153,463
0,Jardinópolis,66,131,36,19,32,258,65,9,296,68,326,115,551
0,Jarinu,16,30,5,11,13,75,4,1,85,28,103,38,268
0,Jaú,110,178,33,25,46,388,81,23,444,306,694,150,1.130
0,Jeriquara,25,2,0,0,0,8,1,1,9,8,16,2,50
0,Joanópolis,9,6,0,2,5,21,1,5,23,22,43,2,129
0,João Ramalho,8,2,0,1,4,12,0,2,12,3,15,2,51
0,José Bonifácio,44,27,0,9,16,65,9,2,86,60,126,56,437
0,Júlio Mesquita,3,1,0,1,3,3,0,0,3,5,8,0,65
0,Jumirim,4,0,0,3,3,6,0,0,8,0,8,1,32
0,Jundiaí,319,364,83,44,109,1.119,169,11,1.329,365,1.484,496,3.126
0,Junqueirópolis,46,17,0,4,3,46,6,4,54,44,90,4,307
0,Juquiá,24,19,5,11,21,49,23,1,64,42,98,14,277
0,Juquitiba,28,16,2,0,10,23,0,0,37,55,78,36,185
0,Lagoinha,16,4,0,5,5,10,1,0,11,7,17,2,57
0,Laranjal Paulista,16,98,6,3,4,131,16,3,148,50,131,10,323
0,Lavínia,41,36,1,1,4,16,2,0,27,137,153,2,114
0,Lavrinhas,11,13,0,6,5,26,0,0,30,23,49,14,76
0,Leme,62,444,14,26,47,353,176,185,408,240,648,182,910
0,Lençóis Paulista,79,96,26,10,28,196,27,14,225,154,350,47,663
0,Limeira,105,724,8,55,109,1.099,554,55,1.253,516,1.693,767,3.592
0,Lindóia,34,7,0,3,4,24,3,0,35,6,30,5,124
0,Lins,55,108,6,12,31,317,63,40,378,186,496,85,992
0,Lorena,114,291,12,37,49,264,90,52,307,184,448,67,1.110
0,Lourdes,0,0,0,1,1,2,0,0,2,2,4,1,24
0,Louveira,32,35,5,8,13,74,16,0,91,62,136,12,293
0,Lucélia,35,57,4,6,9,71,10,11,79,71,71,5,382
0,Lucianópolis,1,0,1,0,0,0,0,0,0,3,3,0,11
0,Luís Antônio,23,25,7,0,2,28,6,1,32,11,39,13,127
0,Luiziânia,8,5,0,3,6,10,0,0,11,12,22,0,35
0,Lupércio,7,1,0,2,3,2,0,0,2,4,6,6,27
0,Lutécia,6,2,0,1,2,7,0,1,7,9,16,1,40
0,Macatuba,7,9,5,1,1,29,3,3,33,42,71,16,175
0,Macaubal,8,6,1,1,4,18,1,1,19,38,53,4,119
0,Macedônia,5,1,0,0,1,8,0,0,8,4,8,0,44
0,Magda,1,0,0,1,2,4,0,0,9,5,7,0,21
0,Mairinque,33,62,0,8,18,143,12,2,162,73,235,31,411
0,Mairiporã,88,25,10,13,41,153,41,17,208,88,236,165,619
0,Manduri,14,5,0,0,4,16,3,0,18,10,26,2,80
0,Marabá Paulista,1,6,1,1,2,9,0,0,11,4,13,1,35
0,Maracaí,12,8,0,1,1,23,6,6,25,31,54,4,158
0,Marapoama,0,3,0,1,6,4,0,0,7,2,6,1,21
0,Mariápolis,2,0,0,1,2,16,0,0,16,4,16,1,61
0,Marília,221,305,88,49,82,577,208,72,713,539,1.116,254,2.281
0,Marinópolis,0,0,0,0,0,0,0,0,0,4,4,1,11
0,Martinópolis,27,36,16,3,21,92,13,13,118,34,126,11,404
0,Matão,40,121,8,12,21,160,17,64,193,113,273,84,567
0,Mauá,125,202,45,39,130,863,162,22,1.092,352,1.227,799,2.477
0,Mendonça,12,2,1,0,1,2,0,0,4,3,5,2,35
0,Meridiano,1,2,0,0,5,11,1,1,14,5,16,7,41
0,Mesópolis,1,0,0,1,3,0,0,0,0,1,1,0,13
0,Miguelópolis,84,37,1,3,13,95,59,0,105,58,153,34,372
0,Mineiros do Tietê,19,9,2,5,7,26,3,1,31,14,40,10,124
0,Mira Estrela,1,0,0,0,0,4,0,1,4,6,5,1,29
0,Miracatu,7,15,0,8,17,67,3,3,84,64,131,26,240
0,Mirandópolis,60,85,10,9,21,56,8,3,67,70,126,0,386
0,Mirante do Paranapanema,26,7,4,4,8,33,3,4,41,29,62,7,185
0,Mirassol,35,114,1,7,27,135,31,10,184,165,300,53,592
0,Mirassolândia,4,1,0,0,1,3,0,1,5,10,13,3,54
0,Mococa,60,131,12,6,14,219,89,22,254,257,476,53,852
0,Mogi das Cruzes,64,455,14,40,151,1.194,342,39,1.418,644,1.832,418,4.479
0,Mogi Guaçu,94,166,21,19,55,355,72,24,432,151,524,295,1.405
0,Mogi Mirim,73,156,61,4,25,217,56,3,259,136,365,278,1.383
0,Mombuca,0,0,0,0,0,2,0,0,2,0,2,0,31
0,Monções,2,0,0,0,1,0,0,0,0,3,3,0,29
0,Mongaguá,117,112,46,6,24,358,52,15,446,178,540,195,837
0,Monte Alegre do Sul,9,2,1,0,0,3,0,0,4,3,5,3,56
0,Monte Alto,47,38,11,4,17,64,12,13,67,92,64,60,500
0,Monte Aprazível,22,14,0,4,2,22,3,1,24,58,80,21,303
0,Monte Azul Paulista,176,9,3,5,5,29,4,0,32,35,64,11,180
0,Monte Castelo,2,1,0,3,1,6,0,0,7,6,12,2,52
0,Monte Mor,41,54,0,7,18,186,33,24,230,106,298,102,656
0,Monteiro Lobato,2,0,0,0,1,6,0,0,7,0,6,6,41
0,Morro Agudo,64,57,2,8,17,128,45,0,142,46,206,18,395
0,Morungaba,1,0,1,3,4,6,0,0,6,12,18,5,63
0,Motuca,4,2,0,0,1,10,2,0,11,6,16,7,25
0,Murutinga do Sul,3,1,0,0,2,8,0,0,8,8,16,0,38
0,Nantes,1,1,0,1,1,4,0,0,4,8,11,0,13
0,Narandiba,3,2,1,2,2,12,0,0,15,6,18,2,76
0,Natividade da Serra,9,4,1,9,13,16,8,1,21,2,18,2,89
0,Nazaré Paulista,7,5,1,8,10,17,1,0,23,15,33,28,181
0,Neves Paulista,5,4,1,0,2,7,1,0,10,20,27,2,68
0,Nhandeara,16,6,0,2,2,9,2,0,11,13,22,3,159
0,Nipoã,1,4,0,2,7,11,3,0,14,5,16,0,79
0,Nova Aliança,3,3,0,2,2,10,1,1,12,14,24,7,75
0,Nova Campina,2,0,0,2,7,15,0,0,20,8,23,3,57
0,Nova Canaã Paulista,0,0,0,0,0,0,0,0,0,7,7,0,19
0,Nova Castilho,2,0,0,0,1,2,0,0,2,1,3,0,10
0,Nova Europa,17,13,1,1,3,22,3,0,29,12,34,4,75
