,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Avaré,136,35,24,49,90,152,3,1,205,135,287,51,896
0,Bady Bassitt,5,5,0,3,8,20,2,1,24,26,20,11,68
0,Balbinos,0,0,0,0,0,1,0,0,3,0,1,1,6
0,Bálsamo,0,2,1,0,0,12,0,0,25,6,14,1,55
0,Bananal,5,3,0,7,12,17,0,1,21,12,17,2,72
0,Barão de Antonina,2,0,0,2,4,5,1,0,5,5,10,0,26
0,Barbosa,1,1,0,1,2,6,0,1,17,19,28,1,57
0,Bariri,58,7,1,18,32,44,0,1,61,20,64,3,199
0,Barra Bonita,42,6,5,23,15,25,7,1,50,35,60,23,247
0,Barra do Chapéu,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Barra do Turvo,1,4,0,13,21,26,0,0,31,15,36,10,140
0,Barretos,187,44,0,45,87,138,249,0,174,120,138,44,1.211
0,Barrinha,21,9,0,26,44,30,13,4,43,17,30,3,187
0,Barueri,35,22,1,88,237,391,51,0,601,120,644,425,1.971
0,Bastos,10,2,4,24,21,35,0,5,40,34,46,3,165
0,Batatais,45,23,0,19,38,85,21,6,177,99,85,23,667
0,Bauru,396,122,5,126,346,658,63,4,848,485,1.142,320,2.785
0,Bebedouro,64,31,14,35,66,115,1,0,147,105,132,18,683
0,Bento de Abreu,2,0,2,5,3,0,0,0,0,6,6,0,15
0,Bernardino de Campos,4,1,0,3,11,12,2,0,16,18,29,2,60
0,Bertioga,70,14,3,20,52,119,20,0,171,83,160,30,925
0,Bilac,1,2,1,0,4,13,1,0,18,6,19,2,64
0,Birigui,98,69,9,73,115,181,6,15,218,164,338,79,888
0,Biritiba Mirim,5,2,0,13,29,28,0,0,43,22,50,12,195
0,Boa Esperança do Sul,1,2,0,3,13,10,0,0,16,10,10,5,49
0,Bocaina,4,4,0,6,7,12,0,0,20,2,14,3,59
0,Bofete,6,1,0,5,10,6,0,0,6,3,6,1,63
0,Boituva,22,7,2,15,22,56,1,0,76,85,56,41,278
0,Bom Jesus dos Perdões,11,4,0,5,11,12,0,0,13,9,21,12,133
0,Bom Sucesso de Itararé,0,0,0,6,7,1,0,0,1,1,2,2,22
0,Borá,0,0,0,0,1,1,0,0,2,2,1,0,6
0,Boracéia,3,2,0,4,5,4,0,0,4,4,8,1,28
0,Borborema,5,1,0,18,10,17,0,0,25,16,17,3,155
0,Borebi,0,1,0,2,4,2,0,0,4,3,5,1,31
0,Botucatu,95,76,15,53,106,319,33,13,413,454,319,123,1.127
0,Bragança Paulista,80,94,9,31,114,280,2,0,353,324,601,101,1.688
0,Braúna,3,0,0,0,1,1,0,1,1,0,1,0,23
0,Brejo Alegre,3,0,0,7,9,1,0,0,1,2,3,0,45
0,Brodowski,17,12,0,7,17,30,0,0,48,18,30,19,161
0,Brotas,15,7,0,12,27,43,3,1,55,33,76,7,219
0,Buri,9,5,0,26,21,15,1,0,20,20,35,2,62
0,Buritama,3,5,2,5,19,17,0,7,25,51,72,3,167
0,Buritizal,0,0,0,0,0,2,0,0,2,5,2,2,28
0,Cabrália Paulista,0,0,1,2,4,3,1,0,4,6,9,2,25
0,Cabreúva,17,11,0,13,45,32,8,0,51,6,39,15,180
0,Caçapava,46,27,13,22,34,198,13,8,258,102,300,85,608
0,Cachoeira Paulista,22,11,3,15,26,64,4,1,97,69,168,22,331
0,Caconde,4,1,0,3,21,8,0,8,11,28,36,9,118
0,Cafelândia,3,4,0,4,12,14,0,0,19,30,15,4,131
0,Caiabu,2,0,0,0,2,0,0,0,0,7,7,0,24
0,Caieiras,16,5,0,10,22,38,0,0,51,56,82,66,509
0,Caiuá,2,1,0,6,21,8,0,0,9,14,9,0,85
0,Cajamar,10,4,0,7,31,23,0,0,123,83,126,68,460
0,Cajati,27,4,2,25,35,45,10,1,66,21,54,11,334
0,Cajobi,1,0,0,4,3,6,0,0,6,5,6,1,48
0,Cajuru,17,6,0,7,23,34,0,7,46,19,34,8,238
0,Campina do Monte Alegre,2,1,0,4,6,5,0,0,5,9,5,1,36
0,Campinas,708,515,1,535,1.271,1.780,396,181,2.541,715,2.431,6.608,7.496
0,Campo Limpo Paulista,24,8,0,20,45,68,5,0,94,40,104,70,292
0,Campos do Jordão,22,14,2,8,17,96,1,2,143,84,180,53,523
0,Campos Novos Paulista,1,0,0,0,0,0,0,0,0,0,0,1,15
0,Cananéia,24,6,0,0,7,23,0,2,28,32,51,0,128
0,Canas,1,0,0,1,0,2,0,0,2,0,2,1,19
0,Cândido Mota,6,6,0,11,34,39,0,0,52,49,39,12,177
0,Cândido Rodrigues,1,0,0,0,0,0,0,0,0,1,0,0,10
0,Canitar,2,1,1,4,4,1,0,0,1,6,7,3,17
0,Capão Bonito,6,11,4,32,57,52,0,0,87,81,133,16,367
0,Capela do Alto,5,2,1,8,9,12,0,0,16,14,12,8,136
0,Capivari,25,12,1,17,32,52,9,4,71,94,141,60,326
0,Caraguatatuba,84,54,2,84,159,252,115,7,399,155,513,120,1.154
0,Carapicuíba,12,96,1,121,238,338,56,13,450,240,594,657,1.660
0,Cardoso,2,6,0,9,8,17,2,0,21,25,19,5,136
0,Casa Branca,79,33,0,3,32,48,2,0,64,30,76,20,327
0,Cássia dos Coqueiros,0,0,0,0,4,3,0,0,4,10,3,5,41
0,Castilho,23,14,0,26,28,26,1,0,36,31,60,2,137
0,Catanduva,159,61,10,43,57,326,17,0,424,267,334,44,1.218
0,Catiguá,3,2,2,1,4,3,0,0,3,2,4,2,46
0,Cedral,1,0,0,1,3,3,0,0,3,9,4,3,35
0,Cerqueira César,2,4,0,5,7,24,0,0,34,25,49,5,135
0,Cerquilho,53,12,0,13,8,63,0,0,93,44,69,30,269
0,Cesário Lange,3,1,0,3,4,6,0,0,8,2,6,9,71
0,Charqueada,4,1,0,7,14,8,0,0,18,4,13,19,58
0,Chavantes,12,8,1,6,8,22,0,0,28,15,37,4,74
0,Clementina,1,1,0,8,4,3,0,0,4,6,9,2,36
0,Colina,2,2,0,4,5,13,39,6,20,31,13,5,120
0,Colômbia,0,1,0,4,7,9,1,0,12,10,9,1,44
0,Conchal,12,8,3,8,26,47,49,1,69,26,71,34,215
0,Conchas,10,7,0,1,10,28,3,0,43,25,28,8,188
0,Cordeirópolis,6,2,2,6,12,21,3,0,36,26,40,24,167
0,Coroados,6,2,0,7,8,7,1,0,11,4,11,3,54
0,Coronel Macedo,0,0,0,2,2,3,0,0,4,10,13,1,36
0,Corumbataí,4,0,0,3,5,3,0,0,3,0,3,6,29
0,Cosmópolis,72,13,0,48,61,61,13,18,81,46,107,88,336
0,Cosmorama,0,1,1,2,7,6,0,1,8,20,6,1,54
0,Cotia,38,41,4,105,239,345,128,2,453,165,512,499,1.826
0,Cravinhos,11,4,0,4,2,30,0,0,31,102,30,8,296
0,Cristais Paulista,7,1,0,8,17,7,0,0,9,11,7,11,62
0,Cruzália,0,0,0,2,3,1,0,0,1,3,1,0,16
0,Cruzeiro,112,43,0,45,51,246,6,0,302,191,246,43,1.189
0,Cubatão,103,42,20,60,123,211,28,1,286,63,273,227,1.121
0,Cunha,3,3,2,8,14,18,1,0,20,41,57,3,141
0,Descalvado,6,5,2,17,15,24,0,0,31,28,30,12,237
0,Diadema,141,116,25,182,497,780,196,3,954,322,1.624,1.337,3.466
0,Dirce Reis,0,0,0,2,1,0,0,1,0,10,0,0,10
0,Divinolândia,1,1,0,2,6,5,0,0,5,5,10,5,94
0,Dobrada,2,3,0,3,4,7,0,0,9,6,8,2,49
0,Dois Córregos,24,7,15,12,37,35,13,2,48,32,67,11,175
0,Dolcinópolis,0,0,0,2,0,0,0,0,0,6,0,0,17
0,Dourado,3,2,1,8,5,7,0,0,8,6,5,1,54
0,Dracena,37,28,0,25,26,85,16,1,116,64,149,6,505
0,Duartina,6,1,3,8,9,9,3,0,13,13,21,1,59
0,Dumont,6,1,1,2,7,3,0,0,7,3,4,5,34
0,Echaporã,1,0,0,3,4,1,0,0,1,6,2,1,23
0,Eldorado,1,0,0,14,34,18,0,0,23,30,42,4,146
0,Elias Fausto,3,1,0,7,17,19,1,0,34,11,32,35,100
0,Elisiário,1,0,0,3,2,1,0,0,1,1,2,2,11
0,Embaúba,2,0,0,0,0,4,0,0,5,0,4,0,25
0,Embu das Artes,24,36,3,81,179,209,71,8,284,129,364,555,1.243
0,Embu Guaçú,10,8,2,43,239,116,10,2,138,59,183,96,587
0,Emilianópolis,1,0,0,2,0,0,0,0,0,3,3,0,16
0,Engenheiro Coelho,1,0,0,7,12,12,0,0,15,11,22,25,64
0,Espírito Santo do Pinhal,103,18,17,27,49,105,15,9,129,101,219,20,542
0,Espírito Santo do Turvo,1,0,0,6,11,4,0,0,6,6,10,3,31
0,Estiva Gerbi,5,1,0,3,4,11,0,0,17,0,10,7,73
0,Estrela do Norte,1,0,0,2,3,3,0,0,6,1,3,3,12
0,Estrela d'Oeste,2,0,0,4,4,1,0,3,1,19,0,0,86
0,Euclides da Cunha Paulista,3,1,0,8,15,14,0,0,17,28,14,1,117
0,Fartura,4,1,0,8,7,10,2,1,13,35,46,4,93
0,Fernando Prestes,2,2,2,3,3,9,0,0,10,3,9,1,48
0,Fernandópolis,34,13,1,44,42,100,4,3,129,174,103,15,555
0,Fernão,0,0,0,0,2,1,0,0,2,0,1,0,7
0,Ferraz de Vasconcelos,21,27,6,49,77,171,30,3,188,94,268,309,764
0,Flora Rica,0,0,0,0,0,0,0,0,0,0,0,0,7
0,Floreal,0,0,0,1,5,3,0,0,3,4,3,1,24
0,Flórida Paulista,6,0,0,2,6,5,0,0,9,10,5,2,73
0,Florínia,2,5,0,5,16,18,0,3,24,3,18,3,45
0,Franca,351,90,27,115,440,411,25,4,511,412,411,179,2.545
0,Francisco Morato,19,18,10,35,97,151,0,0,186,83,254,110,557
0,Franco da Rocha,68,82,11,54,139,314,9,0,311,108,336,108,1.086
0,Gabriel Monteiro,0,0,0,1,1,1,0,0,1,1,2,1,16
0,Gália,5,1,1,4,5,15,0,0,16,10,16,3,73
0,Garça,14,15,16,11,40,51,4,0,68,107,56,11,355
0,Gastão Vidigal,1,1,2,9,8,6,0,0,8,7,13,0,37
0,Gavião Peixoto,2,0,0,6,6,6,0,0,7,4,6,1,27
0,General Salgado,8,1,1,18,19,7,0,0,11,10,17,1,143
0,Getulina,14,4,7,12,24,14,0,1,22,13,14,0,83
0,Glicério,0,0,0,3,8,3,0,0,4,4,7,5,34
0,Guaiçara,7,2,0,2,11,18,0,2,29,27,20,7,92
0,Guaimbê,0,0,0,4,9,4,0,0,5,9,4,0,53
0,Guaíra,50,8,0,25,41,52,42,0,70,63,52,27,263
0,Guapiaçu,6,4,0,3,7,23,0,0,27,28,23,4,91
0,Guapiara,1,2,2,7,14,15,3,0,18,14,29,1,77
0,Guará,26,9,0,27,23,46,1,1,61,74,46,4,267
0,Guaraçaí,5,0,1,16,10,4,0,0,6,18,22,0,72
0,Guaraci,6,3,0,1,11,19,1,0,23,6,19,2,87
0,Guarani d'Oeste,2,0,0,2,1,0,0,0,0,5,0,1,18
0,Guarantã,3,1,0,0,1,8,0,0,11,20,9,4,41
0,Guararapes,23,14,0,25,17,35,5,3,40,48,83,4,213
0,Guararema,4,6,0,14,23,35,1,0,47,30,65,43,255
0,Guaratinguetá,102,39,7,31,45,300,14,1,379,182,435,41,3.880
0,Guareí,4,3,0,6,8,11,2,0,15,7,11,2,129
0,Guariba,29,6,1,16,41,92,26,5,124,42,92,9,341
0,Guarujá,152,87,9,132,305,529,138,4,612,283,805,417,1.634
0,Guarulhos,172,232,103,308,1.018,1.588,304,60,1.964,504,2.708,2.352,10.036
0,Guatapará,2,1,0,4,5,10,0,1,13,8,10,6,88
0,Guzolândia,1,1,1,2,0,6,0,0,10,12,18,0,44
0,Herculândia,4,1,3,8,11,5,1,0,7,3,9,1,36
0,Holambra,1,1,1,2,5,11,1,0,15,3,15,3,61
0,Hortolândia,57,55,0,57,138,234,5,0,290,224,250,514,1.118
0,Iacanga,9,3,0,2,5,8,0,1,17,7,15,4,53
0,Iacri,0,1,0,3,3,8,0,1,17,9,8,1,62
0,Iaras,32,12,1,5,7,14,0,0,47,6,20,2,114
0,Ibaté,12,4,0,17,27,25,0,0,38,45,26,19,192
0,Ibirá,5,2,0,4,4,8,0,1,8,11,12,4,66
0,Ibirarema,3,1,0,5,12,7,0,0,9,9,8,2,33
0,Ibitinga,32,22,1,12,25,97,1,0,130,98,100,14,332
0,Ibiúna,10,10,9,39,93,113,3,2,150,44,194,177,462
0,Icém,2,1,0,2,7,10,0,0,13,9,10,3,69
0,Iepê,0,0,0,8,7,5,0,0,8,9,13,2,62
0,Igaraçu do Tietê,39,18,4,20,22,23,7,5,43,64,87,21,221
0,Igarapava,33,6,0,58,12,44,0,0,57,52,44,9,445
0,Igaratá,3,3,1,6,13,17,1,0,21,14,35,13,293
0,Iguape,19,12,0,20,40,59,1,0,70,73,132,6,445
0,Ilha Comprida,14,8,0,1,3,36,0,0,43,30,66,7,241
0,Ilha Solteira,15,7,0,21,12,19,0,0,30,50,69,1,204
0,Ilhabela,17,12,5,15,27,67,0,0,73,35,97,11,333
0,Indaiatuba,112,25,0,50,136,224,40,0,358,71,299,106,1.451
0,Indiana,1,0,1,5,9,0,0,0,0,11,10,2,21
0,Indiaporã,0,0,0,1,1,2,0,0,4,4,2,0,9
0,Inúbia Paulista,0,0,0,1,2,3,0,0,3,5,3,0,21
0,Ipaussu,2,2,3,4,4,21,0,0,29,29,50,1,86
0,Iperó,65,8,10,13,30,62,0,0,70,92,162,39,251
0,Ipeúna,2,0,0,1,7,11,1,0,18,4,14,11,59
0,Ipiguá,0,0,0,0,0,5,0,0,6,6,5,6,30
0,Iporanga,1,0,0,2,5,0,0,0,0,1,1,0,26
0,Ipuã,13,1,1,6,7,16,0,0,18,19,16,3,128
0,Iracemápolis,7,6,1,6,15,17,0,0,29,6,22,14,106
0,Irapuã,3,0,0,0,6,6,0,0,9,8,5,2,48
0,Irapuru,1,1,0,4,7,6,0,0,6,15,6,3,45
0,Itaberá,2,1,2,10,39,13,0,4,18,13,26,2,152
0,Itaí,6,4,0,8,14,16,0,0,24,22,38,7,98
0,Itajobi,4,1,0,11,9,12,14,12,16,11,24,5,89
0,Itaju,5,0,0,2,6,2,0,0,7,3,5,5,17
0,Itanhaém,130,74,0,54,158,239,24,6,334,262,446,175,1.210
0,Itaóca,0,0,0,2,9,0,0,0,0,0,0,0,22
0,Itapecerica da Serra,18,17,6,49,145,229,28,3,260,49,293,378,867
0,Itapetininga,139,78,21,37,69,242,9,4,341,373,250,52,1.410
0,Itapeva,96,30,0,94,97,158,0,0,213,102,260,8,887
0,Itapevi,19,31,6,64,187,203,11,0,285,163,366,527,954
0,Itapira,48,39,26,32,60,96,4,2,143,77,162,75,610
0,Itapirapuã Paulista,0,0,0,2,7,2,0,0,2,2,4,0,30
0,Itápolis,25,18,2,17,69,49,0,0,49,84,49,7,238
0,Itaporanga,5,2,0,14,11,5,0,0,7,14,19,5,57
0,Itapuí,8,5,1,10,9,23,0,2,27,6,29,2,109
0,Itapura,2,1,0,6,11,3,0,1,3,4,6,0,43
0,Itaquaquecetuba,19,56,1,138,218,391,94,3,562,132,533,616,1.286
0,Itararé,57,17,22,24,36,47,1,0,72,57,104,12,467
0,Itariri,1,3,0,2,17,10,0,0,13,25,35,15,128
0,Itatiba,31,24,0,25,44,82,0,0,116,10,96,132,607
0,Itatinga,8,1,0,10,10,9,2,1,16,8,9,8,80
0,Itirapina,106,17,17,12,13,32,0,0,38,30,62,12,287
0,Itirapuã,1,1,0,2,2,2,0,0,2,9,2,2,26
0,Itobi,2,0,0,7,4,10,0,0,16,1,11,2,47
0,Itu,101,36,7,69,153,333,15,0,414,437,851,192,1.113
0,Itupeva,13,0,0,5,22,11,3,0,19,15,26,47,204
0,Ituverava,47,9,1,58,79,72,8,0,99,119,72,12,581
0,Jaborandi,3,1,1,6,4,6,2,0,8,13,6,1,52
0,Jaboticabal,87,53,2,51,111,170,17,8,221,217,180,38,830
0,Jacareí,121,94,16,100,205,469,52,4,592,159,746,314,1.639
0,Jaci,1,1,0,4,2,8,0,0,8,1,8,2,37
0,Jacupiranga,6,2,0,11,14,17,0,0,30,41,34,10,184
0,Jaguariúna,28,5,2,23,43,70,5,2,95,26,96,69,212
0,Jales,27,10,1,24,28,53,21,48,61,179,60,14,499
0,Jambeiro,2,0,0,0,6,15,0,0,22,0,15,6,79
0,Jandira,8,12,3,44,76,124,5,0,159,29,181,134,585
0,Jardinópolis,42,22,0,35,57,74,7,0,92,71,74,67,543
0,Jarinu,10,3,0,8,28,10,2,3,17,23,33,34,282
0,Jaú,135,81,29,26,126,178,10,0,264,175,353,57,834
0,Jeriquara,2,0,0,14,3,4,0,0,5,12,4,2,28
0,Joanópolis,4,1,0,9,16,8,0,0,13,17,29,4,105
0,João Ramalho,2,0,0,3,1,2,0,0,4,1,2,0,25
0,José Bonifácio,8,7,0,9,22,42,0,0,57,79,42,0,397
0,Júlio Mesquita,2,1,1,2,4,7,0,0,8,7,8,0,36
0,Jumirim,2,0,3,0,1,2,0,0,2,0,2,7,35
0,Jundiaí,311,289,0,107,280,545,97,11,720,442,983,387,2.429
0,Junqueirópolis,28,10,0,4,5,37,8,1,46,34,71,2,174
0,Juquiá,23,10,0,22,29,28,0,0,33,42,68,10,314
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Lagoinha,1,0,0,1,3,1,0,0,1,2,2,4,16
0,Laranjal Paulista,27,8,0,7,13,25,1,0,36,54,25,13,174
0,Lavínia,15,6,17,9,12,15,0,0,29,6,22,0,143
0,Lavrinhas,5,1,2,5,4,11,0,0,15,9,11,9,82
0,Leme,42,18,5,45,74,132,9,11,164,130,256,181,835
0,Lençóis Paulista,69,8,1,19,58,52,2,6,73,39,91,26,371
0,Limeira,207,160,29,119,277,472,45,82,616,410,659,356,2.384
0,Lindóia,10,2,0,1,5,10,0,0,12,18,24,8,77
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Todos,21.698,13.935,2.119,17.253,39.551,67.970,8.426,1.946,91.078,41.977,97.663,86.384,344.668
0,Marabá Paulista,1,0,0,4,5,1,0,0,2,0,1,1,29
0,Marapoama,0,1,0,2,2,1,0,0,1,2,0,0,26
0,Mariápolis,0,0,0,1,2,1,0,0,1,3,1,0,13
0,Marília,303,88,71,77,190,673,30,74,843,421,711,89,2.250
0,Marinópolis,0,0,0,3,0,0,0,0,0,1,0,0,13
0,Martinópolis,25,7,1,23,18,23,6,3,35,49,23,2,213
0,Matão,78,18,0,30,66,87,0,0,128,140,90,52,430
0,Mauá,39,54,3,112,216,404,55,8,499,217,685,1.072,2.090
0,Mendonça,0,0,0,1,1,3,0,0,7,1,3,0,34
0,Meridiano,0,2,0,2,10,5,0,0,8,0,6,0,36
0,Mesópolis,0,0,0,7,5,0,0,0,0,2,0,0,9
0,Miguelópolis,44,18,0,26,21,87,0,0,94,33,87,1,512
0,Mineiros do Tietê,12,2,0,8,6,8,0,0,11,15,23,2,63
0,Mira Estrela,0,0,0,0,0,1,0,1,2,2,2,1,32
0,Miracatu,2,3,0,19,23,47,1,0,65,48,95,28,275
0,Mirandópolis,122,86,0,49,41,39,0,1,64,44,83,3,520
0,Mirante do Paranapanema,11,1,0,14,25,12,0,2,13,14,12,2,93
0,Mirassol,31,17,4,19,23,121,7,0,149,88,133,10,702
0,Mirassolândia,0,0,0,0,6,2,0,0,5,0,2,1,29
0,Mococa,69,27,19,30,49,108,4,12,128,58,166,19,539
0,Mogi das Cruzes,73,117,7,104,246,513,33,8,713,287,807,344,3.305
0,Mogi Guaçu,88,52,2,62,113,196,44,0,263,137,171,112,1.175
0,Mogi Mirim,45,37,8,29,43,151,6,7,214,52,224,209,625
0,Mombuca,1,0,0,2,2,1,1,0,2,4,5,2,32
0,Monções,1,0,0,4,1,5,0,0,6,3,5,1,11
0,Mongaguá,41,20,4,16,44,110,23,6,156,53,145,70,543
0,Monte Alegre do Sul,2,1,0,1,4,4,1,0,6,2,6,1,49
0,Monte Alto,59,16,0,8,20,60,1,5,83,68,62,7,343
0,Monte Aprazível,8,2,2,10,17,29,0,0,36,25,30,9,237
0,Monte Azul Paulista,18,7,3,7,12,42,0,0,58,44,43,5,200
0,Monte Castelo,1,0,0,2,2,3,0,0,6,2,5,0,29
0,Monte Mor,13,10,0,21,39,62,3,2,84,19,66,91,243
0,Monteiro Lobato,0,0,0,1,2,2,0,0,5,3,5,6,37
0,Morro Agudo,12,7,2,33,57,29,5,2,35,58,29,20,248
0,Morungaba,3,0,0,1,3,5,0,0,7,7,12,6,132
0,Motuca,1,1,0,1,0,1,0,0,1,7,1,5,31
0,Murutinga do Sul,0,0,0,2,1,2,0,0,2,0,2,0,34
0,Nantes,0,1,0,0,5,2,0,0,2,2,2,1,20
