,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Bom Jesus dos Perdões,15,27,0,2,3,31,7,3,40,34,68,14,331
0,Bom Sucesso de Itararé,2,0,0,1,3,4,0,0,5,5,9,0,27
0,Borá,0,0,0,0,0,0,0,0,0,1,1,0,2
0,Boracéia,5,1,1,1,3,14,0,0,14,7,21,1,55
0,Borborema,51,22,1,4,7,49,1,1,57,33,82,6,217
0,Borebi,3,1,0,1,1,10,0,0,11,9,19,5,36
0,Botucatu,35,209,2,13,30,413,58,16,485,361,413,57,1.668
0,Bragança Paulista,71,248,5,23,104,538,101,15,635,315,852,120,1.580
0,Braúna,5,5,0,2,0,10,1,0,13,5,15,2,42
0,Brejo Alegre,1,0,1,0,1,2,0,0,2,0,2,3,20
0,Brodowski,19,78,5,3,2,64,30,9,79,39,103,21,219
0,Brotas,11,31,0,3,7,45,7,9,66,50,95,27,244
0,Buri,6,23,1,7,18,56,2,10,65,34,97,4,194
0,Buritama,24,38,0,4,8,62,15,14,76,73,137,4,272
0,Buritizal,14,2,0,1,5,4,5,0,5,11,15,1,63
0,Cabrália Paulista,2,5,1,0,0,9,0,0,12,5,14,2,60
0,Cabreúva,78,100,11,3,8,94,5,0,103,51,145,12,347
0,Caçapava,26,111,3,16,41,212,47,9,269,147,359,107,937
0,Cachoeira Paulista,9,58,2,5,12,51,3,2,68,64,115,7,396
0,Caconde,15,20,0,5,7,49,7,3,53,53,102,3,261
0,Cafelândia,12,9,5,5,17,27,10,4,31,43,70,10,121
0,Caiabu,1,0,0,1,1,5,0,0,5,2,7,0,33
0,Caieiras,27,64,3,4,4,186,21,7,215,183,385,115,715
0,Caiuá,1,4,0,0,7,15,0,0,16,50,66,3,63
0,Cajamar,57,100,108,8,11,203,32,3,240,128,367,108,687
0,Cajati,76,41,1,10,16,67,20,11,75,56,123,30,337
0,Cajobi,10,9,1,0,0,24,2,2,27,11,35,5,103
0,Cajuru,16,41,16,4,9,73,9,8,91,70,145,16,361
0,Campina do Monte Alegre,11,19,0,1,3,20,10,0,27,19,42,2,88
0,Campinas,363,850,111,171,475,2.687,395,127,3.234,1.380,3.927,3.369,8.154
0,Campo Limpo Paulista,37,80,23,6,27,118,13,9,144,83,201,104,538
0,Campos do Jordão,25,48,1,6,11,107,3,3,113,51,158,49,425
0,Campos Novos Paulista,2,4,3,3,5,10,0,0,12,4,14,2,40
0,Cananéia,23,17,0,8,14,46,3,7,51,56,102,4,279
0,Canas,2,5,0,1,4,11,1,1,14,1,12,6,49
0,Cândido Mota,14,37,7,1,4,76,12,9,90,93,169,17,250
0,Cândido Rodrigues,7,3,0,1,0,8,0,0,8,2,10,3,18
0,Canitar,13,6,0,0,1,7,9,1,7,8,15,6,46
0,Capão Bonito,27,28,10,13,36,103,5,8,120,140,244,31,426
0,Capela do Alto,20,44,8,4,5,49,9,1,67,31,82,15,169
0,Capivari,43,89,16,3,14,104,17,2,121,71,175,170,490
0,Caraguatatuba,72,186,2,37,61,503,141,13,602,265,768,130,1.454
0,Carapicuíba,80,222,7,16,85,785,155,26,1.251,1.048,1.833,874,2.405
0,Cardoso,24,20,1,0,2,40,3,5,46,47,86,4,165
0,Casa Branca,73,75,30,13,27,156,16,4,195,158,314,18,575
0,Cássia dos Coqueiros,7,0,2,1,2,7,0,0,7,2,9,1,35
0,Castilho,20,20,1,14,15,67,9,3,77,42,109,18,395
0,Catanduva,136,369,29,26,79,436,104,61,489,416,821,186,1.395
0,Catiguá,5,7,1,1,7,15,2,3,21,16,31,9,56
0,Cedral,9,6,0,0,6,10,0,0,12,3,13,14,100
0,Cerqueira César,30,27,5,2,4,48,1,5,56,82,130,9,206
0,Cerquilho,40,32,4,5,9,61,9,11,76,44,108,28,335
0,Cesário Lange,5,12,0,5,4,37,5,0,47,17,54,12,161
0,Charqueada,2,6,0,1,7,21,2,0,34,17,38,24,80
0,Chavantes,20,17,4,3,4,44,6,1,55,24,68,6,222
0,Clementina,2,8,0,5,5,24,1,0,35,11,35,7,87
0,Colina,38,25,3,0,1,35,10,12,41,28,63,37,144
0,Colômbia,17,2,0,1,2,15,1,2,16,8,23,11,69
0,Conchal,89,54,3,4,7,105,22,22,131,58,189,50,381
0,Conchas,6,23,0,1,3,43,14,5,50,52,43,2,227
0,Cordeirópolis,24,18,0,7,9,40,1,4,63,69,94,73,393
0,Coroados,8,3,1,3,6,13,1,1,17,7,20,8,61
0,Coronel Macedo,3,3,0,0,0,3,2,2,3,5,8,1,32
0,Corumbataí,4,1,1,0,2,4,0,0,4,2,6,7,17
0,Cosmópolis,114,66,0,17,30,132,12,0,154,82,231,132,486
0,Cosmorama,6,7,0,0,5,10,0,3,11,11,21,3,58
0,Cotia,63,134,4,32,80,443,48,1,498,298,741,373,1.523
0,Cravinhos,80,222,0,7,9,124,0,16,144,63,187,50,410
0,Cristais Paulista,23,7,1,2,4,8,18,0,11,9,17,12,60
0,Cruzália,2,0,0,1,1,2,0,0,2,5,7,0,15
0,Cruzeiro,83,117,2,10,32,256,29,21,305,241,497,119,1.862
0,Cubatão,255,98,20,9,46,267,39,7,314,129,396,255,1.003
0,Cunha,13,6,0,6,23,30,2,3,32,15,45,19,200
0,Descalvado,70,25,6,9,12,66,2,8,78,67,133,16,194
0,Diadema,17,515,144,35,205,1.009,203,109,1.210,313,1.509,1.577,3.177
0,Dirce Reis,1,0,0,2,3,0,0,0,0,3,3,0,7
0,Divinolândia,6,3,1,0,0,11,2,2,13,28,39,11,88
0,Dobrada,23,10,0,0,0,22,0,1,29,4,26,2,36
0,Dois Córregos,23,42,12,3,9,83,15,7,110,97,180,8,247
