,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Apiaí,8,6,1,45,21,26,2,0,27,32,58,6,302
0,Araçariguama,13,12,1,8,13,47,4,0,54,17,70,37,133
0,Araçatuba,115,120,1,52,111,461,51,28,554,419,885,199,2.109
0,Araçoiaba da Serra,18,25,5,9,28,93,6,0,125,29,154,47,260
0,Aramina,3,0,0,0,1,6,0,0,7,13,6,8,32
0,Arandu,2,1,0,1,0,3,0,0,3,9,12,1,46
0,Arapeí,3,0,1,0,1,5,0,0,6,1,6,0,51
0,Araraquara,169,140,0,34,71,422,0,0,555,218,422,146,1.405
0,Araras,97,195,21,23,71,318,35,8,405,227,570,178,1.107
0,Arco-Íris,0,0,0,0,1,2,0,0,3,0,2,0,11
0,Arealva,3,3,1,0,1,4,0,2,8,14,20,5,48
0,Areias,0,2,0,1,2,8,0,0,12,3,11,0,27
0,Areiópolis,3,4,0,0,0,6,0,0,8,9,6,7,43
0,Ariranha,10,8,0,6,3,12,4,0,16,20,14,0,55
0,Artur Nogueira,82,23,0,5,16,91,2,2,120,42,133,112,354
0,Arujá,0,26,0,10,38,108,7,0,132,71,191,82,574
0,Aspásia,0,0,0,1,0,1,0,0,1,0,1,2,15
0,Assis,240,143,0,23,85,341,47,44,421,327,341,133,1.099
0,Atibaia,51,117,1,27,71,376,42,0,474,125,441,192,1.601
0,Auriflama,14,8,1,3,4,20,0,6,23,16,36,4,134
0,Avaí,3,5,0,1,1,13,0,0,16,5,15,1,31
0,Avanhandava,22,15,9,3,7,24,9,13,48,14,52,3,126
0,Avaré,149,92,69,10,27,185,13,29,228,156,347,39,988
0,Bady Bassitt,10,9,0,1,2,17,0,0,25,14,25,9,89
0,Balbinos,44,3,19,0,0,5,0,0,5,3,8,0,100
0,Bálsamo,9,1,0,0,0,7,1,0,8,4,9,6,70
0,Bananal,3,3,1,1,3,6,1,0,7,18,24,5,91
0,Barão de Antonina,2,0,0,2,2,4,0,0,4,2,5,0,21
0,Barbosa,3,4,0,2,1,15,3,0,24,8,23,2,81
0,Bariri,77,26,2,6,9,60,1,2,78,57,117,9,325
0,Barra Bonita,71,28,0,8,15,62,6,1,79,60,122,21,368
0,Barra do Chapéu,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Barra do Turvo,6,1,0,6,17,23,1,0,32,15,38,4,108
0,Barretos,446,160,2,21,62,307,166,7,374,259,307,135,1.758
0,Barrinha,70,22,0,0,20,38,6,0,52,13,38,16,186
0,Barueri,29,109,3,38,95,360,17,28,501,265,627,250,2.319
0,Bastos,16,3,6,13,11,28,4,3,41,45,53,4,235
0,Batatais,285,68,3,7,22,120,150,42,304,169,122,29,604
0,Bauru,232,233,75,53,174,693,69,25,900,716,1.43,419,2.252
0,Bebedouro,37,45,8,10,24,154,89,2,215,274,171,34,754
0,Bento de Abreu,0,2,0,2,1,6,0,0,6,1,7,1,47
0,Bernardino de Campos,11,6,0,1,2,16,0,0,24,20,36,2,91
0,Bertioga,37,67,12,8,32,175,31,0,229,112,268,92,374
0,Bilac,1,8,2,8,3,19,0,0,34,13,34,2,84
0,Birigui,57,59,2,20,79,265,31,19,327,284,548,156,1.246
0,Biritiba Mirim,15,24,0,5,17,36,21,1,41,27,63,13,412
0,Boa Esperança do Sul,27,10,0,0,14,33,0,0,40,28,33,0,112
0,Bocaina,3,7,0,1,1,16,0,0,22,10,26,0,82
0,Bofete,5,8,0,3,6,24,1,0,36,6,24,6,203
0,Boituva,55,49,7,16,22,145,0,0,170,80,152,37,297
0,Bom Jesus dos Perdões,14,24,0,11,16,64,16,0,93,20,108,16,232
0,Bom Sucesso de Itararé,0,0,0,6,0,1,0,0,1,4,5,0,17
0,Borá,0,0,0,0,0,0,0,0,0,0,0,0,3
0,Boracéia,4,0,0,0,0,2,0,0,2,6,8,2,39
0,Borborema,28,14,0,0,6,29,26,0,35,25,29,5,120
0,Borebi,1,2,0,2,2,5,0,0,7,1,6,1,20
0,Botucatu,86,124,1,9,64,287,40,3,361,545,287,147,1.225
0,Bragança Paulista,102,192,15,20,62,357,17,16,493,288,663,114,1.571
0,Braúna,1,1,0,5,0,3,0,1,4,1,4,5,25
0,Brejo Alegre,6,3,0,2,5,7,0,0,11,8,13,2,36
0,Brodowski,35,18,5,2,8,38,14,0,51,47,38,13,163
0,Brotas,29,20,0,2,16,43,2,1,57,48,91,17,184
0,Buri,1,18,2,4,6,48,11,4,71,14,62,2,331
0,Buritama,8,27,0,1,5,49,8,0,65,67,123,7,275
0,Buritizal,3,3,0,2,4,9,0,0,16,9,9,0,50
0,Cabrália Paulista,2,2,2,4,4,8,0,1,12,11,19,2,44
0,Cabreúva,27,34,0,4,14,52,9,0,74,29,81,56,269
0,Caçapava,24,44,4,21,42,167,18,6,195,102,269,107,460
0,Cachoeira Paulista,23,16,3,3,8,39,1,2,45,23,62,7,299
0,Caconde,21,3,2,1,10,15,2,1,21,18,33,8,161
0,Cafelândia,14,6,2,4,11,30,2,4,35,24,54,5,174
0,Caiabu,0,0,0,1,0,0,0,0,0,3,2,0,20
0,Caieiras,11,12,2,5,18,41,4,1,74,37,80,61,480
0,Caiuá,1,6,1,2,5,8,0,0,9,1,8,0,44
0,Cajamar,11,28,12,7,34,82,2,2,102,116,210,68,356
0,Cajati,35,11,5,11,20,49,6,4,63,88,135,5,313
0,Cajobi,24,5,0,0,0,10,1,0,13,12,10,1,70
0,Cajuru,18,16,1,3,6,36,4,3,48,65,36,12,346
0,Campina do Monte Alegre,1,2,0,0,1,5,0,0,5,8,5,0,43
0,Campinas,357,832,11,204,661,2.577,426,39,3.31,1.153,3.665,5.079,7.567
0,Campo Limpo Paulista,32,33,0,10,26,100,9,0,120,36,137,106,417
0,Campos do Jordão,11,25,2,7,7,139,10,3,184,94,233,33,491
0,Campos Novos Paulista,3,1,0,0,7,4,0,0,5,4,4,1,29
0,Cananéia,7,13,3,3,6,27,9,7,29,32,59,4,276
0,Canas,9,2,1,1,7,14,1,0,16,3,17,1,86
0,Cândido Mota,36,11,0,1,9,43,4,2,51,68,43,10,197
0,Cândido Rodrigues,1,0,0,2,13,4,0,0,5,3,4,0,14
0,Canitar,3,3,0,3,6,6,0,0,8,6,12,0,63
0,Capão Bonito,19,14,31,14,18,103,9,13,122,83,186,36,464
0,Capela do Alto,4,4,0,2,9,18,4,0,29,15,19,24,148
0,Capivari,107,44,5,5,13,123,3,5,149,109,235,60,458
0,Caraguatatuba,80,208,25,18,63,334,52,13,695,343,677,104,811
0,Carapicuíba,40,232,7,50,177,466,32,0,1.006,413,878,520,2.022
0,Cardoso,6,11,1,3,4,29,2,7,41,30,31,2,194
0,Casa Branca,90,34,95,3,19,60,2,0,73,62,119,28,442
0,Cássia dos Coqueiros,0,0,0,0,2,4,1,0,5,2,5,0,21
0,Castilho,28,21,0,29,35,29,15,0,34,16,45,6,159
0,Catanduva,108,187,25,17,35,280,27,1,334,448,318,66,1.165
0,Catiguá,7,3,0,1,4,7,0,0,16,4,7,2,20
0,Cedral,2,8,1,3,5,11,1,0,14,8,13,8,41
0,Cerqueira César,15,9,0,3,6,31,2,0,39,50,81,4,237
0,Cerquilho,110,22,0,2,12,93,8,1,112,64,108,34,251
0,Cesário Lange,14,5,0,2,13,14,4,0,31,7,15,6,99
0,Charqueada,6,4,2,0,11,14,2,2,18,16,31,20,60
0,Chavantes,15,19,2,1,4,23,1,0,34,32,55,1,107
0,Clementina,4,5,1,0,2,10,2,0,12,5,13,1,54
0,Colina,35,15,5,0,1,29,43,7,39,19,29,4,166
0,Colômbia,6,5,0,0,4,9,0,0,9,9,9,5,62
0,Conchal,64,25,5,7,15,79,13,3,111,66,158,37,226
0,Conchas,18,21,0,1,7,37,6,3,53,22,40,8,191
0,Cordeirópolis,7,10,18,3,14,45,2,2,68,30,81,25,247
0,Coroados,6,2,0,7,15,10,0,0,14,9,19,23,99
0,Coronel Macedo,0,0,0,2,6,6,2,0,9,3,12,1,34
0,Corumbataí,1,1,0,0,2,7,0,0,13,2,9,10,29
0,Cosmópolis,33,25,0,4,20,110,7,2,142,85,187,65,459
0,Cosmorama,0,0,0,1,6,6,1,0,8,12,6,2,117
0,Cotia,51,138,5,51,112,306,33,1,399,131,437,331,1.326
0,Cravinhos,90,54,15,2,16,67,27,0,91,75,73,13,175
0,Cristais Paulista,4,4,0,2,3,12,2,1,23,15,12,26,99
0,Cruzália,0,0,0,1,4,3,0,0,3,3,3,1,20
0,Cruzeiro,110,89,0,31,32,252,6,0,293,121,373,41,1.467
0,Cubatão,49,80,28,16,79,210,19,2,253,85,281,360,1.091
0,Cunha,6,6,0,1,7,20,0,2,20,33,53,17,150
0,Descalvado,73,12,5,4,10,48,0,0,61,52,48,12,303
0,Diadema,58,264,54,81,253,722,203,0,921,278,1.198,1.313,3.063
0,Dirce Reis,0,0,0,1,0,0,0,0,0,0,0,1,4
0,Divinolândia,11,1,1,2,5,8,0,0,9,22,25,2,104
0,Dobrada,3,5,0,6,6,17,0,0,20,2,17,1,39
0,Dois Córregos,19,18,1,5,15,50,37,16,59,97,147,9,253
0,Dolcinópolis,0,0,0,0,0,2,0,0,2,2,2,0,23
0,Dourado,23,4,0,4,3,8,0,0,12,20,8,0,46
0,Dracena,53,33,1,11,16,93,5,0,114,47,140,16,677
0,Duartina,2,12,3,2,8,23,6,0,36,17,40,4,89
0,Dumont,3,2,0,0,3,12,2,0,15,2,12,12,23
0,Echaporã,1,2,2,3,4,4,1,2,5,9,4,3,57
0,Eldorado,5,4,0,3,13,35,0,5,44,25,58,2,144
0,Elias Fausto,4,3,0,2,6,16,1,0,20,16,32,33,108
0,Elisiário,8,1,1,1,2,7,0,0,11,1,7,1,18
0,Embaúba,0,0,0,0,8,3,0,0,3,2,3,0,20
0,Embu das Artes,17,99,0,32,108,260,7,0,337,194,454,584,1.843
0,Embu Guaçú,10,44,0,20,48,86,0,0,123,68,154,91,406
0,Emilianópolis,1,0,0,2,2,2,0,0,2,6,8,2,22
0,Engenheiro Coelho,7,4,0,3,8,24,0,0,22,12,31,25,85
0,Espírito Santo do Pinhal,212,50,28,8,29,85,15,10,125,106,199,20,550
0,Espírito Santo do Turvo,0,1,0,1,1,3,0,0,3,8,11,2,55
0,Estiva Gerbi,4,3,1,2,2,11,0,0,14,13,21,4,117
0,Estrela do Norte,2,0,1,0,0,0,0,0,0,3,3,0,17
0,Estrela d'Oeste,5,2,0,3,2,8,0,0,9,16,10,0,56
0,Euclides da Cunha Paulista,6,8,0,5,11,22,1,1,26,52,22,4,116
0,Fartura,2,5,0,5,4,10,0,0,11,37,48,5,205
0,Fernando Prestes,2,1,1,2,5,3,0,0,3,5,3,0,32
0,Fernandópolis,35,56,0,14,23,83,18,13,104,225,86,22,589
0,Fernão,0,0,0,0,0,0,0,0,0,0,0,0,8
0,Ferraz de Vasconcelos,13,51,0,15,39,182,38,9,239,186,368,302,939
0,Flora Rica,0,1,1,1,2,1,0,0,1,0,1,0,17
0,Floreal,4,2,0,0,1,5,0,0,8,3,5,1,31
0,Flórida Paulista,16,13,20,1,3,15,0,0,17,15,15,3,143
0,Florínia,13,10,0,1,6,16,1,2,19,11,16,0,82
0,Franca,794,290,53,35,107,736,12,3,944,647,737,286,3.193
0,Francisco Morato,47,75,0,13,48,140,27,9,173,103,239,140,1.013
0,Franco da Rocha,9,68,8,10,80,222,2,0,269,239,506,150,1.412
0,Gabriel Monteiro,1,1,0,0,2,1,0,0,0,5,5,0,11
0,Gália,0,3,0,2,11,14,0,0,19,12,30,1,126
0,Garça,76,26,2,1,27,84,7,5,106,150,102,11,392
0,Gastão Vidigal,0,1,0,12,1,5,0,0,5,6,9,0,29
0,Gavião Peixoto,1,0,0,2,3,7,0,0,7,5,8,1,22
0,General Salgado,10,3,0,11,2,12,0,6,12,31,43,5,156
0,Getulina,21,16,25,0,3,26,0,2,28,29,54,1,121
0,Glicério,2,0,0,0,2,2,0,0,2,5,7,7,22
0,Guaiçara,1,7,1,1,4,29,1,1,38,12,41,13,136
0,Guaimbê,1,2,2,0,0,6,0,0,7,23,28,1,57
0,Guaíra,105,14,0,21,47,78,86,0,94,92,78,36,405
0,Guapiaçu,10,3,0,3,7,18,0,0,23,12,20,3,141
0,Guapiara,1,4,2,2,9,16,0,8,19,16,32,6,95
0,Guará,61,25,0,20,12,48,1,0,59,73,48,5,467
0,Guaraçaí,4,3,0,1,3,7,0,0,9,21,29,3,75
0,Guaraci,12,10,1,0,2,41,10,0,51,24,41,0,136
0,Guarani d'Oeste,1,0,0,1,0,0,0,0,0,6,0,0,23
0,Guarantã,5,6,1,0,6,10,3,0,12,8,18,1,59
0,Guararapes,33,38,0,12,20,91,16,1,128,92,186,17,457
0,Guararema,9,14,0,8,24,59,1,0,79,33,92,39,307
0,Guaratinguetá,76,95,2,22,62,229,3,16,273,217,446,81,2.127
0,Guareí,9,7,39,3,9,17,0,1,17,8,17,4,123
0,Guariba,50,36,0,18,39,72,3,4,87,63,72,12,354
0,Guarujá,150,159,35,76,200,520,21,0,633,277,788,321,1.447
0,Guarulhos,57,576,45,197,609,1.866,218,28,2.428,932,3.243,1.938,10.321
0,Guatapará,9,5,1,2,5,8,2,2,12,11,16,11,71
0,Guzolândia,3,4,3,0,3,6,0,0,6,6,12,0,40
0,Herculândia,3,2,2,1,2,4,0,0,5,7,11,2,30
0,Holambra,7,3,3,0,1,11,0,0,15,2,12,9,68
0,Hortolândia,173,162,0,31,94,277,13,1,362,131,350,487,923
0,Iacanga,1,6,0,1,1,13,0,3,19,11,25,0,82
0,Iacri,5,0,0,1,5,3,0,0,3,15,15,1,34
0,Iaras,7,2,4,1,2,7,0,0,9,13,20,3,104
0,Ibaté,37,8,0,0,4,39,0,0,53,35,39,6,201
0,Ibirá,0,3,0,6,10,25,3,0,31,15,25,1,87
0,Ibirarema,2,2,0,0,1,5,3,0,8,3,5,1,56
0,Ibitinga,52,26,5,4,21,115,0,0,148,148,116,33,470
0,Ibiúna,21,24,2,24,75,129,2,1,150,85,235,66,463
0,Icém,1,4,0,1,1,14,0,0,15,12,14,3,58
0,Iepê,2,2,3,13,5,10,1,1,17,8,20,0,162
0,Igaraçu do Tietê,34,15,9,6,10,48,0,0,68,54,102,13,325
0,Igarapava,93,15,0,6,16,82,2,2,109,42,87,16,313
0,Igaratá,2,5,0,0,1,16,1,0,19,12,28,10,87
0,Iguape,38,35,2,7,23,95,17,2,109,69,164,9,444
0,Ilha Comprida,5,12,0,2,7,55,6,3,80,42,97,2,281
0,Ilha Solteira,22,30,1,7,14,58,14,1,76,63,121,2,294
0,Ilhabela,13,32,3,8,17,97,1,1,123,50,147,35,359
0,Indaiatuba,61,67,18,30,89,307,35,6,397,152,493,208,1.608
0,Indiana,0,0,1,0,2,2,0,0,4,2,4,2,32
0,Indiaporã,0,3,0,2,2,4,0,0,4,15,4,0,37
0,Inúbia Paulista,1,0,0,0,1,2,0,0,2,0,2,0,17
0,Ipaussu,10,19,1,1,8,25,6,3,36,22,47,2,189
0,Iperó,5,9,61,7,16,17,2,0,19,9,28,30,66
0,Ipeúna,5,4,0,3,8,10,0,0,11,8,18,10,54
0,Ipiguá,1,2,0,1,1,4,0,0,6,7,4,8,36
0,Iporanga,0,2,1,3,9,4,3,0,6,3,7,2,50
0,Ipuã,38,12,0,2,8,25,0,0,29,31,26,9,109
0,Iracemápolis,10,13,5,0,3,22,8,2,27,12,34,43,142
0,Irapuã,4,3,0,3,1,8,0,0,9,6,7,0,46
0,Irapuru,6,5,7,0,4,12,1,0,13,14,12,0,75
0,Itaberá,10,10,3,4,9,30,5,2,34,22,52,3,123
0,Itaí,6,29,42,7,13,45,3,7,71,55,108,5,165
0,Itajobi,1,1,0,2,6,4,0,1,7,18,22,2,73
0,Itaju,2,0,0,3,4,5,0,0,5,0,5,1,26
0,Itanhaém,66,146,11,19,61,269,43,8,328,153,378,92,1.123
0,Itaóca,1,0,1,1,11,0,0,0,0,2,2,1,31
0,Itapecerica da Serra,22,80,20,22,91,216,28,2,262,138,354,362,1.297
0,Itapetininga,145,143,56,13,60,274,34,1,361,390,414,90,1.412
0,Itapeva,91,48,1,24,74,166,9,1,205,162,328,43,977
0,Itapevi,15,122,8,34,100,243,0,0,468,70,313,302,1.321
0,Itapira,120,104,10,11,27,177,2,0,243,137,314,84,760
0,Itapirapuã Paulista,1,0,0,2,7,8,0,1,8,2,10,1,23
0,Itápolis,43,45,2,12,42,83,1,1,83,92,83,20,319
0,Itaporanga,2,5,4,6,8,18,0,1,22,28,48,1,101
0,Itapuí,6,7,4,0,9,23,2,0,26,13,36,7,96
0,Itapura,4,10,0,1,8,17,1,0,19,10,26,0,95
0,Itaquaquecetuba,13,106,0,37,85,307,51,9,387,188,494,478,1.516
0,Itararé,45,30,7,8,27,95,4,1,108,75,170,22,558
0,Itariri,14,14,1,5,18,39,0,0,51,34,73,16,124
0,Itatiba,74,120,0,10,39,256,29,0,348,85,446,100,787
0,Itatinga,16,18,0,4,6,33,11,0,44,28,33,1,184
0,Itirapina,57,18,0,3,12,23,0,1,25,27,50,11,201
0,Itirapuã,5,0,0,1,1,4,0,0,4,9,4,1,35
0,Itobi,4,2,0,0,0,4,0,0,4,16,20,4,57
0,Itu,147,162,5,36,94,336,15,0,383,200,629,166,948
0,Itupeva,23,37,0,3,11,50,10,0,64,23,73,48,221
0,Ituverava,71,18,1,12,21,56,62,2,69,71,58,30,556
0,Jaborandi,10,0,0,0,1,7,10,3,9,7,7,6,70
0,Jaboticabal,82,47,0,18,48,123,2,0,149,158,133,37,720
0,Jacareí,96,101,23,25,71,391,66,0,515,261,652,446,1.505
0,Jaci,3,1,0,0,1,3,0,0,4,8,3,0,49
0,Jacupiranga,22,16,5,7,9,48,2,6,69,34,78,8,197
0,Jaguariúna,90,28,4,6,16,83,10,3,114,70,153,47,343
0,Jales,26,26,1,14,14,88,2,9,101,142,89,29,567
0,Jambeiro,10,7,1,0,2,34,1,0,34,9,43,7,97
0,Jandira,10,51,10,32,46,151,20,1,212,98,231,115,685
0,Jardinópolis,34,59,0,3,16,88,50,8,109,79,136,94,348
0,Jarinu,5,8,0,5,19,26,14,0,36,22,48,57,270
0,Jaú,137,128,56,13,57,269,9,6,371,273,542,71,1.193
0,Jeriquara,7,1,0,1,3,6,0,1,8,22,6,1,62
0,Joanópolis,7,2,1,3,4,17,0,0,19,17,33,7,124
0,João Ramalho,4,1,0,1,1,3,0,0,3,8,8,0,31
0,José Bonifácio,16,14,0,4,12,50,4,0,62,70,50,0,326
0,Júlio Mesquita,1,4,2,0,1,7,3,1,7,12,9,1,42
0,Jumirim,4,1,1,2,3,12,0,0,20,0,20,2,26
0,Jundiaí,150,456,0,60,208,799,202,0,986,412,1.209,766,2.458
0,Junqueirópolis,29,12,0,4,7,45,5,7,56,20,65,10,202
0,Juquiá,17,9,1,11,27,23,4,5,44,32,55,7,178
0,Juquitiba,2,9,0,6,20,31,25,0,53,345,376,43,276
0,Lagoinha,6,1,0,0,0,4,0,0,4,2,6,0,22
0,Laranjal Paulista,13,8,2,2,13,30,7,6,36,44,30,11,263
0,Lavínia,45,10,23,2,4,16,0,0,19,10,26,0,71
0,Lavrinhas,6,9,0,1,3,25,5,0,27,13,38,4,162
0,Leme,149,166,18,22,53,262,3,19,348,241,500,129,804
0,Lençóis Paulista,69,29,11,9,27,105,1,0,121,124,229,23,353
0,Limeira,157,274,32,42,135,564,162,27,699,458,854,622,2.358
0,Lindóia,5,1,0,1,3,10,0,0,13,12,25,7,73
0,Lins,58,66,22,10,50,230,34,9,282,156,384,61,843
0,Lorena,57,91,5,25,45,185,11,0,226,105,290,63,827
0,Lourdes,1,0,0,0,0,2,0,0,2,3,5,0,17
0,Louveira,30,22,0,4,15,42,6,0,52,22,64,37,232
0,Lucélia,23,15,10,2,12,34,1,1,45,30,34,3,190
0,Lucianópolis,0,0,0,0,0,3,0,0,4,3,6,0,21
0,Luís Antônio,3,6,0,1,3,12,0,0,15,7,17,2,73
0,Luiziânia,0,2,0,6,11,9,0,0,16,5,14,2,33
0,Lupércio,1,3,3,2,4,8,1,0,11,6,6,1,43
0,Lutécia,3,2,0,2,3,5,0,1,6,11,5,2,41
0,Macatuba,7,4,0,3,4,22,1,4,29,35,60,7,86
0,Macaubal,5,4,0,9,2,16,3,0,16,15,16,2,77
0,Macedônia,0,0,0,0,2,4,0,0,3,4,3,1,22
0,Magda,2,2,0,1,0,4,0,0,4,2,4,1,19
0,Mairinque,13,37,0,19,49,96,18,4,109,58,167,46,210
0,Mairiporã,46,18,1,20,61,96,10,9,119,120,225,151,700
0,Manduri,8,0,0,1,5,12,0,0,15,16,28,1,51
0,Marabá Paulista,4,1,3,1,1,4,0,0,6,8,5,0,47
0,Maracaí,12,4,0,2,9,17,2,1,26,28,17,15,78
0,Marapoama,2,0,0,1,2,0,0,0,0,0,0,0,20
0,Mariápolis,2,0,0,0,4,1,0,0,1,5,1,1,37
0,Marília,175,199,155,18,97,515,41,31,630,665,804,113,2.221
0,Marinópolis,0,0,0,1,1,2,0,0,4,0,2,1,12
0,Martinópolis,15,10,39,27,22,43,4,3,62,44,100,7,340
0,Matão,60,61,6,11,32,138,49,0,161,121,147,62,477
0,Mauá,26,202,15,59,162,372,63,30,496,223,590,532,3.031
0,Mendonça,0,1,0,0,21,10,0,0,13,4,12,1,32
0,Meridiano,1,2,0,0,4,7,0,0,14,5,7,0,55
0,Mesópolis,0,0,0,5,4,4,0,0,5,2,4,0,20
0,Miguelópolis,34,24,0,12,18,151,4,0,167,39,152,16,464
0,Mineiros do Tietê,11,16,0,0,10,27,0,0,34,14,41,3,137
0,Mira Estrela,2,2,0,0,3,5,0,0,10,7,7,1,17
0,Miracatu,7,11,2,9,17,39,0,0,47,50,89,22,226
0,Mirandópolis,64,99,0,20,20,55,6,4,65,44,100,2,425
0,Mirante do Paranapanema,6,1,0,10,12,14,1,7,18,49,14,3,203
0,Mirassol,82,37,1,11,14,112,8,4,142,145,112,35,573
0,Mirassolândia,0,2,0,0,1,4,0,0,4,1,3,5,28
0,Mococa,182,42,31,19,46,119,16,7,152,101,217,30,673
0,Mogi das Cruzes,88,215,0,48,168,589,185,29,746,539,1.13,474,3.365
0,Mogi Guaçu,88,123,1,15,54,347,37,0,436,147,415,132,1.326
0,Mogi Mirim,82,101,12,10,41,209,29,5,284,108,329,273,793
0,Mombuca,0,1,1,0,0,3,0,0,4,0,3,0,10
0,Monções,0,0,0,2,4,2,0,0,4,0,2,3,23
0,Mongaguá,47,68,15,9,30,137,32,12,202,67,190,68,494
0,Monte Alegre do Sul,7,0,1,2,2,1,0,0,1,6,6,2,38
0,Monte Alto,70,48,0,4,18,82,4,2,94,48,82,17,477
0,Monte Aprazível,8,7,0,7,6,21,6,0,22,52,22,3,316
0,Monte Azul Paulista,21,5,0,6,4,27,0,2,37,47,33,4,139
0,Monte Castelo,1,0,0,0,1,7,0,0,8,12,19,0,25
0,Monte Mor,53,50,0,17,33,93,11,8,109,52,82,111,326
0,Monteiro Lobato,0,1,1,2,13,4,0,0,4,2,6,13,42
0,Morro Agudo,49,11,1,7,19,55,3,4,63,47,59,24,217
0,Morungaba,5,4,0,1,2,12,0,0,20,10,22,9,68
0,Motuca,0,3,0,0,0,4,0,0,4,8,4,1,26
0,Murutinga do Sul,4,1,0,4,6,7,0,0,7,40,47,1,63
0,Nantes,1,0,0,1,1,5,0,0,5,3,8,0,43
0,Narandiba,0,0,0,1,1,3,0,0,3,7,9,0,47
0,Natividade da Serra,0,7,4,0,13,14,3,0,24,9,23,10,96
0,Nazaré Paulista,6,5,0,4,6,29,2,0,47,16,36,17,167
0,Neves Paulista,13,3,1,2,2,9,0,1,10,13,10,5,116
0,Nhandeara,6,4,4,3,2,16,0,2,30,17,16,6,96
0,Nipoã,3,2,0,0,3,4,0,0,7,9,4,2,45
0,Nova Aliança,8,3,0,5,6,8,1,0,11,3,8,1,71
0,Nova Campina,4,2,0,8,5,9,0,0,11,2,11,3,57
0,Nova Canaã Paulista,0,0,0,4,2,2,0,0,2,1,2,1,20
0,Nova Castilho,1,0,0,3,1,0,0,0,0,0,0,0,6
0,Nova Europa,1,6,0,0,3,10,0,0,13,17,10,1,62
0,Nova Granada,6,12,1,11,28,23,1,2,35,47,24,6,140
0,Nova Guataporanga,1,3,0,0,0,6,0,0,7,6,12,0,32
